nv,mu,cv,phi,delta_phi
8.0,0.7978398338215679,2.5917819958754245,0.8109046808861965,0.0019131929637674855
12.0,0.009186621121613236,2.3553200895429547,0.8424603238758347,0.0019131929637674855
12.0,0.04592450690295852,2.3973317483914998,0.84563374619137,0.0019131929637674855
12.0,0.0917953340839378,2.5168886728226765,0.8450269248096186,0.0019131929637674855
12.0,0.45062883864627845,2.629845364188748,0.831574222953172,0.0019131929637674855
12.0,0.8544201748770377,2.5919063844671504,0.817585525680149,0.0019131929637674855
14.0,0.009298155547770337,2.2699706433476154,0.8391776945684374,0.0019131929637674855
14.0,0.04648322411332589,2.2494117504529907,0.8425942545333909,0.0019131929637674855
14.0,0.09291928548568841,2.4587409860762897,0.8430260859943348,0.0019131929637674855
14.0,0.45723486783442424,2.647648699491379,0.8266841248335227,0.0019131929637674855
14.0,0.87260824488855,2.580491693240707,0.8189853147368257,0.0019131929637674855
20.0,0.00950418288030231,2.181607810848113,0.844181169195942,0.0019131929637674855
20.0,0.04751540129600542,2.2388048819656294,0.843635767808202,0.0019131929637674855
20.0,0.0949963704011567,2.3717073530807866,0.8477035984968501,0.0019131929637674855
20.0,0.4695696261643623,2.6491822308524626,0.832994922072921,0.0019131929637674855
20.0,0.9075565311257952,2.612784351946677,0.818562466596944,0.0019131929637674855
32.0,0.009688491205280515,2.158024855246444,0.8435706616630915,0.0019131929637674855
32.0,0.04843889152504435,2.253131218710631,0.844110445145247,0.0019131929637674855
32.0,0.09685551505548305,2.268644040029662,0.8420268444033144,0.0019131929637674855
32.0,0.48075474056011225,2.5621635876746955,0.8339677235809511,0.0019131929637674855
32.0,0.940444467583589,2.675720145096661,0.8269267369099423,0.0019131929637674855
6.0,0.008506390528907306,2.3100853174285056,0.8443395090214321,0.0036603073166094156
6.0,0.042517853397217684,2.4122944231036207,0.8480402212957746,0.0036603073166094156
6.0,0.08494776691458673,2.4399417345964527,0.8529141030029307,0.0036603073166094156
6.0,0.4113509491947965,2.4739687157483927,0.8410777740791305,0.0036603073166094156
6.0,0.7529377601646754,2.437317255283522,0.8270157678585818,0.0036603073166094156
8.0,0.008819855379154697,2.223682767606994,0.8415013065563808,0.0036603073166094156
8.0,0.0440875293475092,2.3281170868532044,0.8479335589267785,0.0036603073166094156
8.0,0.08810175736056135,2.4720823164332213,0.8471254433662394,0.0036603073166094156
8.0,0.4292426225110819,2.511456029330572,0.8254073464236619,0.0036603073166094156
8.0,0.7978398338215679,2.5120703830000632,0.8091575665333267,0.0036603073166094156
12.0,0.009186621121613236,2.1491890630235178,0.8407132095229802,0.0036603073166094156
12.0,0.04592450690295852,2.282377539974285,0.8438866318384861,0.0036603073166094156
12.0,0.0917953340839378,2.37735910409985,0.8432798104568094,0.0036603073166094156
12.0,0.45062883864627845,2.5368738985261596,0.8298271086002947,0.0036603073166094156
12.0,0.8544201748770377,2.4854312829044662,0.8158384113272791,0.0036603073166094156
14.0,0.009298155547770337,2.146883718357456,0.837430580215669,0.0036603073166094156
14.0,0.04648322411332589,2.1648107926683764,0.8408471401805626,0.0036603073166094156
14.0,0.09291928548568841,2.3337710141837937,0.841278971641417,0.0036603073166094156
14.0,0.45723486783442424,2.5309105825293927,0.8249370104806562,0.0036603073166094156
14.0,0.87260824488855,2.5115601412647015,0.8172382003839855,0.0036603073166094156
20.0,0.00950418288030231,2.0650465857849176,0.8424340548430711,0.0036603073166094156
20.0,0.04751540129600542,2.176140527414455,0.8418886534554512,0.0036603073166094156
20.0,0.0949963704011567,2.2142241455191582,0.8459564841439959,0.0036603073166094156
20.0,0.4695696261643623,2.5418897678633523,0.8312478077199908,0.0036603073166094156
20.0,0.9075565311257952,2.498398006418002,0.8168153522440899,0.0036603073166094156
32.0,0.009688491205280515,2.0219865462132063,0.8418235473103298,0.0036603073166094156
32.0,0.04843889152504435,2.1610088671722143,0.8423633307923323,0.0036603073166094156
32.0,0.09685551505548305,2.142703434317031,0.8402797300504892,0.0036603073166094156
32.0,0.48075474056011225,2.4084071655333115,0.8322206092281148,0.0036603073166094156
32.0,0.940444467583589,2.5267682680526007,0.825179622557088,0.0036603073166094156
6.0,0.008506390528907306,2.241996744633494,0.8429369444569832,0.005062871881044174
6.0,0.042517853397217684,2.312398688274626,0.8466376567313382,0.005062871881044174
6.0,0.08494776691458673,2.3337905274600868,0.8515115384385041,0.005062871881044174
6.0,0.4113509491947965,2.3979475227756146,0.8396752095147029,0.005062871881044174
6.0,0.7529377601646754,2.3757522983298496,0.825613203294142,0.005062871881044174
8.0,0.008819855379154697,2.1748927136638962,0.8400987419919471,0.005062871881044174
8.0,0.0440875293475092,2.189361752848325,0.8465309943623472,0.005062871881044174
8.0,0.08810175736056135,2.389129333536933,0.8457228788018043,0.005062871881044174
8.0,0.4292426225110819,2.4285928432971953,0.8240047818592221,0.005062871881044174
8.0,0.7978398338215679,2.4362029669309617,0.8077550019688905,0.005062871881044174
12.0,0.009186621121613236,2.1365684520224493,0.8393106449585447,0.005062871881044174
12.0,0.04592450690295852,2.1809092302860433,0.8424840672740499,0.005062871881044174
12.0,0.0917953340839378,2.291771311831694,0.8418772458923809,0.005062871881044174
12.0,0.45062883864627845,2.442855285471185,0.8284245440358557,0.005062871881044174
12.0,0.8544201748770377,2.413160186772425,0.8144358467628506,0.005062871881044174
14.0,0.009298155547770337,2.093742462015544,0.8360280156512251,0.005062871881044174
14.0,0.04648322411332589,2.1298613145300855,0.839444575616125,0.005062871881044174
14.0,0.09291928548568841,2.2301689362644126,0.8398764070769656,0.005062871881044174
14.0,0.45723486783442424,2.4713834906873506,0.823534445916222,0.005062871881044174
14.0,0.87260824488855,2.448715550763684,0.8158356358195613,0.005062871881044174
20.0,0.00950418288030231,1.9739142157156961,0.8410314902786334,0.005062871881044174
20.0,0.04751540129600542,2.13474003476926,0.8404860888910172,0.005062871881044174
20.0,0.0949963704011567,2.1938198760004055,0.8445539195795592,0.005062871881044174
20.0,0.4695696261643623,2.4446386705369902,0.8298452431555595,0.005062871881044174
20.0,0.9075565311257952,2.4554958667141493,0.8154127876796567,0.005062871881044174
32.0,0.009688491205280515,1.9542857367700712,0.8404209827458854,0.005062871881044174
32.0,0.04843889152504435,2.0664881622726923,0.8409607662279024,0.005062871881044174
32.0,0.09685551505548305,2.156474484992071,0.8388771654860506,0.005062871881044174
32.0,0.48075474056011225,2.3188570403186244,0.8308180446636858,0.005062871881044174
32.0,0.940444467583589,2.4652302985231724,0.8237770579926563,0.005062871881044174
6.0,0.008506390528907306,1.698061841823839,0.8084965453291859,0.03950327100885508
6.0,0.042517853397217684,1.6948241719848895,0.8121972576035215,0.03950327100885508
6.0,0.08494776691458673,1.7130313217637294,0.817071139310693,0.03950327100885508
6.0,0.4113509491947965,1.7952742476606265,0.8052348103869086,0.03950327100885508
6.0,0.7529377601646754,1.807423245061244,0.7911728041663528,0.03950327100885508
8.0,0.008819855379154697,1.6869593016639466,0.8056583428641333,0.03950327100885508
8.0,0.0440875293475092,1.684518879188142,0.8120905952345358,0.03950327100885508
8.0,0.08810175736056135,1.7205894533766812,0.8112824796740101,0.03950327100885508
8.0,0.4292426225110819,1.8193489895497255,0.7895643827314073,0.03950327100885508
8.0,0.7978398338215679,1.836306081083437,0.7733146028410868,0.03950327100885508
12.0,0.009186621121613236,1.6572417266165804,0.804870245830727,0.03950327100885508
12.0,0.04592450690295852,1.6852384547663473,0.8080436681462455,0.03950327100885508
12.0,0.0917953340839378,1.6893220429255273,0.8074368467645421,0.03950327100885508
12.0,0.45062883864627845,1.7653158950706336,0.7939841449080424,0.03950327100885508
12.0,0.8544201748770377,1.8533433367096905,0.7799954476350541,0.03950327100885508
14.0,0.009298155547770337,1.631680564537695,0.801587616523427,0.03950327100885508
14.0,0.04648322411332589,1.6763045542495232,0.8050041764883393,0.03950327100885508
14.0,0.09291928548568841,1.659419297441528,0.805436007949159,0.03950327100885508
14.0,0.45723486783442424,1.7480027002472323,0.7890940467883937,0.03950327100885508
14.0,0.87260824488855,1.8423666342689389,0.781395236691756,0.03950327100885508
20.0,0.00950418288030231,1.628253125418543,0.8065910911508196,0.03950327100885508
20.0,0.04751540129600542,1.6857837940489202,0.8060456897631938,0.03950327100885508
20.0,0.0949963704011567,1.6820585223296323,0.8101135204517377,0.03950327100885508
20.0,0.4695696261643623,1.730868217770497,0.7954048440277575,0.03950327100885508
20.0,0.9075565311257952,1.7664519233435825,0.7809723885518393,0.03950327100885508
32.0,0.009688491205280515,1.5992222180105369,0.8059805836180572,0.03950327100885508
32.0,0.04843889152504435,1.658891858562227,0.8065203671000927,0.03950327100885508
32.0,0.09685551505548305,1.6636336235718467,0.8044367663582179,0.03950327100885508
32.0,0.48075474056011225,1.6710237846576748,0.7963776455358652,0.03950327100885508
32.0,0.940444467583589,1.7225736682479007,0.7893366588648442,0.03950327100885508
6.0,0.008506390528907306,1.6169539511256723,0.7724224361980908,0.07557738013994164
6.0,0.042517853397217684,1.6088777313370792,0.7761231484724282,0.07557738013994164
6.0,0.08494776691458673,1.6179845233481394,0.7809970301796098,0.07557738013994164
6.0,0.4113509491947965,1.6558533144052037,0.7691607012558261,0.07557738013994164
6.0,0.7529377601646754,1.6927534129510386,0.7550986950352666,0.07557738013994164
8.0,0.008819855379154697,1.608673039591774,0.7695842337330416,0.07557738013994164
8.0,0.0440875293475092,1.6077019743563892,0.7760164861034411,0.07557738013994164
8.0,0.08810175736056135,1.6179231996036298,0.7752083705429138,0.07557738013994164
8.0,0.4292426225110819,1.6537031050857127,0.7534902736003203,0.07557738013994164
8.0,0.7978398338215679,1.6853020223295538,0.7372404937100001,0.07557738013994164
12.0,0.009186621121613236,1.588018765616584,0.7687961366996512,0.07557738013994164
12.0,0.04592450690295852,1.6095587077953575,0.7719695590151456,0.07557738013994164
12.0,0.0917953340839378,1.6085965404370006,0.7713627376334562,0.07557738013994164
12.0,0.45062883864627845,1.6294270004505944,0.7579100357769429,0.07557738013994164
12.0,0.8544201748770377,1.6791265059074376,0.7439213385039657,0.07557738013994164
14.0,0.009298155547770337,1.581682340064232,0.7655135073923369,0.07557738013994164
14.0,0.04648322411332589,1.6048308485114322,0.7689300673572482,0.07557738013994164
14.0,0.09291928548568841,1.594992047867863,0.7693618988180663,0.07557738013994164
14.0,0.45723486783442424,1.6178895328926157,0.7530199376573037,0.07557738013994164
14.0,0.87260824488855,1.6555504853576242,0.745321127560669,0.07557738013994164
20.0,0.00950418288030231,1.5746599729262796,0.7705169820197281,0.07557738013994164
20.0,0.04751540129600542,1.6026789447059648,0.7699715806321037,0.07557738013994164
20.0,0.0949963704011567,1.6045778222542768,0.7740394113206484,0.07557738013994164
20.0,0.4695696261643623,1.6088764309381383,0.7593307348966652,0.07557738013994164
20.0,0.9075565311257952,1.628312347093794,0.7448982794207484,0.07557738013994164
32.0,0.009688491205280515,1.5575899674588567,0.7699064744869728,0.07557738013994164
32.0,0.04843889152504435,1.5964959877339662,0.7704462579689995,0.07557738013994164
32.0,0.09685551505548305,1.6050142457729897,0.7683626572271259,0.07557738013994164
32.0,0.48075474056011225,1.5952211009037867,0.7603035364047822,0.07557738013994164
32.0,0.940444467583589,1.6220509704614803,0.753262549733759,0.07557738013994164
6.0,0.008506390528907306,1.6293531265004766,0.7801682200683409,0.06783159626969198
6.0,0.042517853397217684,1.6296625899589332,0.7838689323426753,0.06783159626969198
6.0,0.08494776691458673,1.6256409554199565,0.7887428140498588,0.06783159626969198
6.0,0.4113509491947965,1.6709995581326376,0.7769064851260773,0.06783159626969198
6.0,0.7529377601646754,1.703120109550815,0.7628444789055168,0.06783159626969198
8.0,0.008819855379154697,1.6168069611346474,0.777330017603285,0.06783159626969198
8.0,0.0440875293475092,1.6303845383585474,0.7837622699736901,0.06783159626969198
8.0,0.08810175736056135,1.6215680156839276,0.7829541544131648,0.06783159626969198
8.0,0.4292426225110819,1.6704700172363511,0.7612360574705688,0.06783159626969198
8.0,0.7978398338215679,1.7185434565461657,0.7449862775802496,0.06783159626969198
12.0,0.009186621121613236,1.5942894459423214,0.7765419205698977,0.06783159626969198
12.0,0.04592450690295852,1.6223017652012375,0.7797153428853957,0.06783159626969198
12.0,0.0917953340839378,1.6204080409152415,0.7791085215037047,0.06783159626969198
12.0,0.45062883864627845,1.650473323673585,0.7656558196471993,0.06783159626969198
12.0,0.8544201748770377,1.7028514405040964,0.7516671223742151,0.06783159626969198
14.0,0.009298155547770337,1.5859310264889115,0.7732592912625906,0.06783159626969198
14.0,0.04648322411332589,1.6134532038279725,0.7766758512274956,0.06783159626969198
14.0,0.09291928548568841,1.6096033585955327,0.7771076826883174,0.06783159626969198
14.0,0.45723486783442424,1.636500546411891,0.7607657215275556,0.06783159626969198
14.0,0.87260824488855,1.687780447136468,0.7530669114309186,0.06783159626969198
20.0,0.00950418288030231,1.5807224051036917,0.7782627658899782,0.06783159626969198
20.0,0.04751540129600542,1.6211325992911048,0.7777173645023499,0.06783159626969198
20.0,0.0949963704011567,1.6153849289948716,0.7817851951908954,0.06783159626969198
20.0,0.4695696261643623,1.6270364687948289,0.7670765187669136,0.06783159626969198
20.0,0.9075565311257952,1.6439020874373182,0.7526440632909993,0.06783159626969198
32.0,0.009688491205280515,1.5628555244797537,0.7776522583572242,0.06783159626969198
32.0,0.04843889152504435,1.5991124180518241,0.778192041839251,0.06783159626969198
32.0,0.09685551505548305,1.6073032414404067,0.7761084410973784,0.06783159626969198
32.0,0.48075474056011225,1.6047052375664959,0.7680493202750307,0.06783159626969198
32.0,0.940444467583589,1.6276250515197639,0.7610083336040099,0.06783159626969198
6.0,0.008506390528907306,1.7847029483689645,0.8223671446541866,0.025632671683867788
6.0,0.042517853397217684,1.7987051959166322,0.8260678569285357,0.025632671683867788
6.0,0.08494776691458673,1.8065665022732216,0.8309417386356965,0.025632671683867788
6.0,0.4113509491947965,1.9277720841182082,0.8191054097119079,0.025632671683867788
6.0,0.7529377601646754,1.933614505071853,0.8050434034913516,0.025632671683867788
8.0,0.008819855379154697,1.7609495045420558,0.8195289421891355,0.025632671683867788
8.0,0.0440875293475092,1.7723983049672636,0.8259611945595449,0.025632671683867788
8.0,0.08810175736056135,1.8086440492218596,0.8251530789990087,0.025632671683867788
8.0,0.4292426225110819,1.9469185002016565,0.8034349820564238,0.025632671683867788
8.0,0.7978398338215679,1.937711650436813,0.7871852021660966,0.025632671683867788
12.0,0.009186621121613236,1.7266263978013427,0.818740845155735,0.025632671683867788
12.0,0.04592450690295852,1.7699696375194252,0.8219142674712466,0.025632671683867788
12.0,0.0917953340839378,1.7696168338196234,0.8213074460895509,0.025632671683867788
12.0,0.45062883864627845,1.902227741162816,0.807854744233045,0.025632671683867788
12.0,0.8544201748770377,2.0018871127137903,0.793866046960053,0.025632671683867788
14.0,0.009298155547770337,1.6736635837019818,0.8154582158484208,0.025632671683867788
14.0,0.04648322411332589,1.734456594771268,0.8188747758133416,0.025632671683867788
14.0,0.09291928548568841,1.7299322861920736,0.8193066072741649,0.025632671683867788
14.0,0.45723486783442424,1.8940327013090141,0.8029646461133984,0.025632671683867788
14.0,0.87260824488855,1.9927238716190117,0.7952658360167542,0.025632671683867788
20.0,0.00950418288030231,1.6834644849202336,0.820461690475818,0.025632671683867788
20.0,0.04751540129600542,1.739376975183642,0.8199162890881943,0.025632671683867788
20.0,0.0949963704011567,1.749916787022419,0.82398411977675,0.025632671683867788
20.0,0.4695696261643623,1.8496072091529119,0.8092754433527521,0.025632671683867788
20.0,0.9075565311257952,1.9426826065122849,0.7948429878768469,0.025632671683867788
32.0,0.009688491205280515,1.64559342372484,0.8198511829430707,0.025632671683867788
32.0,0.04843889152504435,1.7448995608770679,0.8203909664250946,0.025632671683867788
32.0,0.09685551505548305,1.742638247286848,0.8183073656832328,0.025632671683867788
32.0,0.48075474056011225,1.754675151633297,0.810248244860874,0.025632671683867788
32.0,0.940444467583589,1.8559961875392892,0.8032072581898464,0.025632671683867788
6.0,0.008506390528907306,2.446860963984075,0.8464586866619919,0.0015411296760656015
6.0,0.042517853397217684,2.547560913670185,0.8501593989363777,0.0015411296760656015
6.0,0.08494776691458673,2.6570417790986744,0.8550332806434479,0.0015411296760656015
6.0,0.4113509491947965,2.6158324690637835,0.8431969517196878,0.0015411296760656015
6.0,0.7529377601646754,2.556101300290199,0.8291349454991412,0.0015411296760656015
8.0,0.008819855379154697,2.425758737930491,0.8436204841968972,0.0015411296760656015
8.0,0.0440875293475092,2.4596124821052516,0.850052736567376,0.0015411296760656015
8.0,0.08810175736056135,2.657642054089239,0.8492446210067461,0.0015411296760656015
8.0,0.4292426225110819,2.6425715852045384,0.8275265240641687,0.0015411296760656015
8.0,0.7978398338215679,2.6054898412806824,0.8112767441738936,0.0015411296760656015
12.0,0.009186621121613236,2.3142057115627637,0.8428323871635447,0.0015411296760656015
12.0,0.04592450690295852,2.399125936709175,0.8460058094790471,0.0015411296760656015
12.0,0.0917953340839378,2.5395966103775587,0.8453989880972588,0.0015411296760656015
12.0,0.45062883864627845,2.651917146936353,0.8319462862408391,0.0015411296760656015
12.0,0.8544201748770377,2.6170790897344958,0.8179575889678525,0.0015411296760656015
14.0,0.009298155547770337,2.3663877143961902,0.8395497578561845,0.0015411296760656015
14.0,0.04648322411332589,2.354723051108716,0.8429663178210858,0.0015411296760656015
14.0,0.09291928548568841,2.5007040634524023,0.8433981492819851,0.0015411296760656015
14.0,0.45723486783442424,2.593874566117481,0.8270561881212214,0.0015411296760656015
14.0,0.87260824488855,2.5718790095089052,0.8193573780244946,0.0015411296760656015
20.0,0.00950418288030231,2.204693632637022,0.8445532324836666,0.0015411296760656015
20.0,0.04751540129600542,2.349409196436216,0.8440078310958841,0.0015411296760656015
20.0,0.0949963704011567,2.399408510415,0.8480756617846025,0.0015411296760656015
20.0,0.4695696261643623,2.6801766411703993,0.8333669853606365,0.0015411296760656015
20.0,0.9075565311257952,2.6077986795865886,0.8189345298845953,0.0015411296760656015
32.0,0.009688491205280515,2.170087936682409,0.8439427249507815,0.0015411296760656015
32.0,0.04843889152504435,2.277295815074994,0.8444825084329668,0.0015411296760656015
32.0,0.09685551505548305,2.3019638312079533,0.8423989076909707,0.0015411296760656015
32.0,0.48075474056011225,2.608386462897895,0.834339786868656,0.0015411296760656015
32.0,0.940444467583589,2.6380669602137066,0.8272988001976223,0.0015411296760656015
6.0,0.008506390528907306,2.0075485601044516,0.8359750871558994,0.012024729182136158
6.0,0.042517853397217684,2.016433236801069,0.8396757994302457,0.012024729182136158
6.0,0.08494776691458673,2.0610701487872105,0.8445496811374082,0.012024729182136158
6.0,0.4113509491947965,2.1618255596953073,0.8327133522136211,0.012024729182136158
6.0,0.7529377601646754,2.146206708836614,0.8186513459930614,0.012024729182136158
8.0,0.008819855379154697,1.9307570359118917,0.8331368846908497,0.012024729182136158
8.0,0.0440875293475092,1.9297959835720515,0.8395691370612623,0.012024729182136158
8.0,0.08810175736056135,2.061596431875851,0.8387610215007203,0.012024729182136158
8.0,0.4292426225110819,2.1737916667901502,0.8170429245581218,0.012024729182136158
8.0,0.7978398338215679,2.2123557400160574,0.8007931446678145,0.012024729182136158
12.0,0.009186621121613236,1.9037969943057853,0.8323487876574556,0.012024729182136158
12.0,0.04592450690295852,1.9557836020386128,0.8355222099729706,0.012024729182136158
12.0,0.0917953340839378,2.012280865514349,0.8349153885912779,0.012024729182136158
12.0,0.45062883864627845,2.168291636233907,0.8214626867347575,0.012024729182136158
12.0,0.8544201748770377,2.214469017883908,0.8074739894617617,0.012024729182136158
14.0,0.009298155547770337,1.7775881540460272,0.8290661583501376,0.012024729182136158
14.0,0.04648322411332589,1.9048478596088931,0.8324827183150393,0.012024729182136158
14.0,0.09291928548568841,1.9579277682204022,0.8329145497758752,0.012024729182136158
14.0,0.45723486783442424,2.186337327226567,0.8165725886151229,0.012024729182136158
14.0,0.87260824488855,2.2384130319443476,0.8088737785184686,0.012024729182136158
20.0,0.00950418288030231,1.8020982093003248,0.8340696329775447,0.012024729182136158
20.0,0.04751540129600542,1.889127978548977,0.8335242315899084,0.012024729182136158
20.0,0.0949963704011567,1.9457557690147929,0.8375920622784827,0.012024729182136158
20.0,0.4695696261643623,2.1379994522881254,0.8228833858544634,0.012024729182136158
20.0,0.9075565311257952,2.235970677925533,0.8084509303785582,0.012024729182136158
32.0,0.009688491205280515,1.7697789799138797,0.8334591254447854,0.012024729182136158
32.0,0.04843889152504435,1.8700397381095193,0.833998908926805,0.012024729182136158
32.0,0.09685551505548305,1.901180115094124,0.8319153081849553,0.012024729182136158
32.0,0.48075474056011225,2.0174991391895745,0.8238561873625968,0.012024729182136158
32.0,0.940444467583589,2.1542883941791358,0.8168152006915653,0.012024729182136158
6.0,0.008506390528907306,2.0446150264587706,0.8372074790855183,0.01079233725255818
6.0,0.042517853397217684,2.0784618817620277,0.8409081913598615,0.01079233725255818
6.0,0.08494776691458673,2.115789248841031,0.8457820730670282,0.01079233725255818
6.0,0.4113509491947965,2.189028585035071,0.8339457441432359,0.01079233725255818
6.0,0.7529377601646754,2.198677094333871,0.8198837379226813,0.01079233725255818
8.0,0.008819855379154697,1.9929595303386483,0.8343692766204661,0.01079233725255818
8.0,0.0440875293475092,1.9459316460508715,0.8408015289908778,0.01079233725255818
8.0,0.08810175736056135,2.1217061866841513,0.839993413430338,0.01079233725255818
8.0,0.4292426225110819,2.208096702061462,0.8182753164877429,0.01079233725255818
8.0,0.7978398338215679,2.212922005284681,0.8020255365974326,0.01079233725255818
12.0,0.009186621121613236,1.9242019768499241,0.8335811795870772,0.01079233725255818
12.0,0.04592450690295852,2.0040897195150693,0.8367546019025899,0.01079233725255818
12.0,0.0917953340839378,2.0189713760459975,0.836147780520897,0.01079233725255818
12.0,0.45062883864627845,2.215616341874993,0.8226950786643794,0.01079233725255818
12.0,0.8544201748770377,2.234001654267277,0.8087063813913818,0.01079233725255818
14.0,0.009298155547770337,1.9106286245060826,0.8302985502797519,0.01079233725255818
14.0,0.04648322411332589,1.9314470828450467,0.8337151102446594,0.01079233725255818
14.0,0.09291928548568841,2.0088504187516287,0.8341469417054913,0.01079233725255818
14.0,0.45723486783442424,2.207511434712264,0.817804980544746,0.01079233725255818
14.0,0.87260824488855,2.2787123366103197,0.8101061704480873,0.01079233725255818
