nv,mu,phi,pressure,temp
13,0.04648322411332589,0.6525262460184971,4.546221393303195e-06,9.239244143387132e-07
19,0.04751540129600542,0.6531767130898039,4.5149493780071895e-06,9.186990743601552e-07
31,0.04843889152504435,0.653811527259093,4.6641629046544705e-06,9.25642385795741e-07
5,0.042517853397217684,0.8528497079704591,0.00023483144937351536,9.388879015860644e-07
7,0.0440875293475092,0.8554891054553053,0.0011997938621324752,9.494317582194266e-07
11,0.04592450690295852,0.8571478294099337,0.0031023894515739836,9.804545690236553e-07
13,0.04648322411332589,0.8575262460130275,0.003510667633166274,9.557870836747037e-07
19,0.04751540129600542,0.8581767130842868,0.006711507420287308,9.553216442882743e-07
31,0.04843889152504435,0.8588115272536135,0.008641111308539711,9.47314929269723e-07
5,0.042517853397217684,0.6468497079759982,4.341536376951633e-06,9.27090315786088e-07
7,0.0440875293475092,0.6494891054607365,4.319503889981155e-06,9.189187082547377e-07
11,0.04592450690295852,0.6511478294154964,4.385845097361497e-06,9.129730611574108e-07
13,0.04648322411332589,0.6515262460185259,4.500412280843409e-06,9.157208652336273e-07
19,0.04751540129600542,0.6521767130898282,4.496069023524971e-06,9.22420718581655e-07
31,0.04843889152504435,0.6528115272591205,4.523677177697648e-06,9.306611618460848e-07
5,0.042517853397217684,0.854849707970406,0.00034223988447661645,9.571638501742877e-07
7,0.0440875293475092,0.857489105455251,0.0024181708387520607,9.883454654870871e-07
11,0.04592450690295852,0.8591478294098778,0.004867823397736544,9.58318219604371e-07
13,0.04648322411332589,0.8595262460129743,0.00546993385415482,9.549966278499208e-07
19,0.04751540129600542,0.8601767130842347,0.009602733323853231,9.656753537115201e-07
5,0.042517853397217684,0.6918497079747732,6.023573112967824e-06,9.28430861119381e-07
7,0.0440875293475092,0.6944891054595651,6.2419803032649645e-06,9.28588765634595e-07
11,0.04592450690295852,0.6961478294142923,6.23740018198237e-06,9.144065928016964e-07
13,0.04648322411332589,0.6965262460173189,6.264018271538016e-06,9.199174508967166e-07
19,0.04751540129600542,0.6971767130886339,6.252295523243604e-06,9.247878763676559e-07
31,0.04843889152504435,0.69781152725793,6.4767620776359176e-06,9.23571009547237e-07
5,0.042517853397217684,0.6318497079763998,3.918855577794729e-06,9.298055449913975e-07
7,0.0440875293475092,0.6344891054611506,3.930104995460938e-06,9.221869840315032e-07
11,0.04592450690295852,0.6361478294158904,4.0224171505025315e-06,9.199227155657055e-07
13,0.04648322411332589,0.636526246018928,3.950515947763644e-06,9.231066913548337e-07
19,0.04751540129600542,0.6371767130902302,4.008275897450806e-06,9.236412887209239e-07
31,0.04843889152504435,0.6378115272595205,4.14426267913667e-06,9.216870549247678e-07
5,0.042517853397217684,0.4968497079799011,1.6489355712793248e-06,9.23858661053447e-07
7,0.0440875293475092,0.49948910546473224,1.6735108627448286e-06,9.244168828171029e-07
11,0.04592450690295852,0.5011478294195136,1.7382677895168418e-06,9.240158677382923e-07
13,0.04648322411332589,0.501526246022536,1.701881500501741e-06,9.187718595035246e-07
19,0.04751540129600542,0.5021767130938295,1.7956161088991483e-06,9.283617687681947e-07
31,0.04843889152504435,0.5028115272631482,1.8690805609884017e-06,9.199262093403646e-07
5,0.042517853397217684,0.8288497079710867,4.295407727979968e-05,9.349877272639235e-07
7,0.0440875293475092,0.8314891054559141,5.009954059925852e-05,9.217577580671185e-07
11,0.04592450690295852,0.8331478294105724,5.312268008772782e-05,9.20600945656716e-07
13,0.04648322411332589,0.8335262460136657,5.439991575219806e-05,9.332350962060354e-07
19,0.04751540129600542,0.8341767130849636,5.9257558116144993e-05,9.20725082071104e-07
31,0.04843889152504435,0.8348115272542432,6.0554062105153367e-05,9.539216234545743e-07
5,0.042517853397217684,0.6008497079772283,3.094540521661489e-06,9.237702312928504e-07
7,0.0440875293475092,0.6034891054619684,3.2168673790210873e-06,9.297396034775161e-07
11,0.04592450690295852,0.6051478294167172,3.295825712347922e-06,9.274238657842975e-07
13,0.04648322411332589,0.6055262460197638,3.2132725739878028e-06,9.226182483475175e-07
19,0.04751540129600542,0.606176713091038,3.2534779442551016e-06,9.211837127268543e-07
31,0.04843889152504435,0.6068115272603638,3.4207787851230594e-06,9.281254455999381e-07
5,0.042517853397217684,0.5938497079774115,3.0409546726898402e-06,9.277096590931409e-07
7,0.0440875293475092,0.5964891054621551,3.0856093111190443e-06,9.236543268410635e-07
11,0.04592450690295852,0.5981478294169047,3.0514976851451106e-06,9.257130874085917e-07
13,0.04648322411332589,0.598526246019943,3.091749107704734e-06,9.211981914242541e-07
19,0.04751540129600542,0.5991767130912288,3.1653265598255127e-06,9.274626208028671e-07
31,0.04843889152504435,0.5998115272605472,3.3204601968335014e-06,9.145036678459315e-07
5,0.042517853397217684,0.8258497079711662,3.7984509738718074e-05,9.281609592683966e-07
7,0.0440875293475092,0.8284891054559914,4.423326265834879e-05,9.373004068557551e-07
11,0.04592450690295852,0.830147829410657,4.634766182808708e-05,9.294051709477598e-07
13,0.04648322411332589,0.830526246013742,4.664836470568141e-05,9.361011245752488e-07
19,0.04751540129600542,0.831176713085045,5.0242739490243235e-05,9.120540118723939e-07
31,0.04843889152504435,0.8318115272543233,5.0713852785950655e-05,9.361231745905187e-07
5,0.042517853397217684,0.4978497079799036,1.6934768930258225e-06,9.271591235011057e-07
7,0.0440875293475092,0.50048910546472,1.6871697769329896e-06,9.159285937517523e-07
11,0.04592450690295852,0.5021478294194845,1.7572045825888274e-06,9.212927424673695e-07
13,0.04648322411332589,0.5025262460225095,1.768545558382803e-06,9.228300971875062e-07
19,0.04751540129600542,0.5031767130938033,1.8474762766563938e-06,9.228404966629431e-07
31,0.04843889152504435,0.5038115272631188,1.885285070910086e-06,9.197336242006469e-07
5,0.042517853397217684,0.6028497079771709,3.126494943561247e-06,9.225699607050314e-07
7,0.0440875293475092,0.6054891054619128,3.2402340536152543e-06,9.185016817837589e-07
11,0.04592450690295852,0.6071478294166636,3.3228847100064842e-06,9.252335425661735e-07
13,0.04648322411332589,0.6075262460197137,3.2715740140585555e-06,9.202927239132486e-07
19,0.04751540129600542,0.6081767130909859,3.4238282107060932e-06,9.242356218252508e-07
31,0.04843889152504435,0.6088115272603074,3.503668777760161e-06,9.243772209800062e-07
5,0.042517853397217684,0.6298497079764562,3.911052300753121e-06,9.215612384604128e-07
7,0.0440875293475092,0.6324891054612048,3.8379648511056005e-06,9.250303009560841e-07
11,0.04592450690295852,0.6341478294159459,3.9421952351535e-06,9.225548048387677e-07
13,0.04648322411332589,0.6345262460189842,3.929326137474055e-06,9.249533966755185e-07
19,0.04751540129600542,0.6351767130902806,4.015090131860013e-06,9.235856001787723e-07
31,0.04843889152504435,0.6358115272595729,4.179423873762987e-06,9.217935665089202e-07
5,0.042517853397217684,0.797849707971911,1.844855078323584e-05,9.291435745147363e-07
7,0.0440875293475092,0.8004891054567392,1.9578499833484648e-05,9.282563119721302e-07
11,0.04592450690295852,0.8021478294114252,1.9825090295374067e-05,9.231364980605293e-07
13,0.04648322411332589,0.8025262460145002,2.0078169214084608e-05,9.294290488758916e-07
19,0.04751540129600542,0.8031767130857892,2.0651272203811967e-05,9.226805773987486e-07
31,0.04843889152504435,0.8038115272550876,2.076596736001043e-05,9.24091503096555e-07
5,0.042517853397217684,0.7968497079719418,1.829091919683771e-05,9.268268392595846e-07
7,0.0440875293475092,0.799489105456766,1.89032796032297e-05,9.274493269953113e-07
11,0.04592450690295852,0.801147829411453,1.9474012281611028e-05,9.256917810024355e-07
13,0.04648322411332589,0.8015262460145276,1.9631710637637913e-05,9.242720885135939e-07
19,0.04751540129600542,0.8021767130858157,2.0123099503686185e-05,9.292357965360593e-07
31,0.04843889152504435,0.8028115272551136,2.0185750786364577e-05,9.194170293286715e-07
5,0.042517853397217684,0.6248497079765917,3.7073668922514253e-06,9.260382389758469e-07
7,0.0440875293475092,0.627489105461337,3.7667237755207925e-06,9.210980078711826e-07
11,0.04592450690295852,0.6291478294160815,3.7634512058416204e-06,9.290269350057487e-07
13,0.04648322411332589,0.6295262460191227,3.835026884255259e-06,9.218030097503075e-07
19,0.04751540129600542,0.6301767130904059,3.887815675278623e-06,9.193286709054104e-07
31,0.04843889152504435,0.6308115272597093,3.9983692671295225e-06,9.223439180342615e-07
5,0.042517853397217684,0.6748497079752349,5.279240449761035e-06,9.179427851923433e-07
7,0.0440875293475092,0.6774891054600082,5.466930222982456e-06,9.321591203400833e-07
11,0.04592450690295852,0.6791478294147512,5.328955829263834e-06,9.155268283020386e-07
13,0.04648322411332589,0.6795262460177773,5.534245412361525e-06,9.284318747392652e-07
19,0.04751540129600542,0.6801767130890813,5.52229636678045e-06,9.208344626118129e-07
31,0.04843889152504435,0.6808115272583867,5.748530437481259e-06,9.289211337344801e-07
5,0.042517853397217684,0.8408497079707599,7.552033892544219e-05,9.228475550419495e-07
7,0.0440875293475092,0.8434891054556121,0.00011275854356434484,9.37789560107792e-07
11,0.04592450690295852,0.8451478294102489,0.00013990252236527895,9.548549232238166e-07
13,0.04648322411332589,0.8455262460133566,0.00014237835019015714,9.47086222951234e-07
19,0.04751540129600542,0.8461767130846285,0.00020008601284790724,9.63717962709548e-07
31,0.04843889152504435,0.8468115272539324,0.00018960401517776257,9.402753858799313e-07
5,0.042517853397217684,0.6688497079753987,5.053897948772896e-06,9.296551646107735e-07
7,0.0440875293475092,0.6714891054601628,5.2155439655470075e-06,9.248439424483723e-07
11,0.04592450690295852,0.6731478294149089,5.276693129134561e-06,9.281588090722108e-07
13,0.04648322411332589,0.673526246017936,5.280374853351492e-06,9.249937723657574e-07
19,0.04751540129600542,0.6741767130892367,5.218157116134357e-06,9.173897214023887e-07
31,0.04843889152504435,0.67481152725855,5.460652032587328e-06,9.214842060856684e-07
5,0.042517853397217684,0.6658497079754802,4.965431115844237e-06,9.255066670880814e-07
7,0.0440875293475092,0.6684891054602426,4.972332586167212e-06,9.199046857267406e-07
11,0.04592450690295852,0.6701478294149853,4.971150298144982e-06,9.195799538439149e-07
13,0.04648322411332589,0.6705262460180184,5.174931053224247e-06,9.245657793098144e-07
19,0.04751540129600542,0.6711767130893209,5.1864320014956646e-06,9.282570170945721e-07
31,0.04843889152504435,0.671811527258625,5.345934829937094e-06,9.210107945130975e-07
5,0.042517853397217684,0.8338497079709484,5.2001227117715957e-05,9.24505027061278e-07
7,0.0440875293475092,0.8364891054557846,6.614509632201458e-05,9.280538018166504e-07
11,0.04592450690295852,0.8381478294104373,7.270861794337206e-05,9.309865413354394e-07
13,0.04648322411332589,0.8385262460135386,7.221293318001531e-05,9.24376639527647e-07
19,0.04751540129600542,0.8391767130848142,8.558971279384177e-05,9.376531313062983e-07
31,0.04843889152504435,0.8398115272541166,8.203717435490932e-05,9.149613178853002e-07
5,0.042517853397217684,0.6798497079750951,5.470364814453019e-06,9.23362100574383e-07
7,0.0440875293475092,0.6824891054598816,5.535616318650834e-06,9.242842415972139e-07
11,0.04592450690295852,0.6841478294146159,5.8241378007862e-06,9.31100590443358e-07
13,0.04648322411332589,0.6845262460176428,5.758433082101944e-06,9.185951578539319e-07
19,0.04751540129600542,0.6851767130889511,5.800502915493923e-06,9.222494064892546e-07
31,0.04843889152504435,0.6858115272582529,5.93593029817967e-06,9.246542169524662e-07
5,0.042517853397217684,0.8428497079707088,8.645958187330715e-05,9.263411636753062e-07
7,0.0440875293475092,0.8454891054555606,0.00013711935117042894,9.262947768995532e-07
11,0.04592450690295852,0.8471478294101997,0.00018128683280310617,9.48597676684859e-07
13,0.04648322411332589,0.8475262460132994,0.0001891167497473666,9.357938944422556e-07
19,0.04751540129600542,0.8481767130845711,0.0002950313422157043,9.418320605761669e-07
31,0.04843889152504435,0.8488115272538805,0.0002884003978954005,9.301514320300024e-07
5,0.042517853397217684,0.6378497079762344,3.9018889691996744e-06,9.185638654380822e-07
7,0.0440875293475092,0.6404891054609887,4.127890455920975e-06,9.253226080065647e-07
11,0.04592450690295852,0.6421478294157316,4.170588527892957e-06,9.247080023013597e-07
13,0.04648322411332589,0.642526246018764,4.21576517683612e-06,9.194632365372884e-07
19,0.04751540129600542,0.6431767130900728,4.2705689388706635e-06,9.2588556230679e-07
31,0.04843889152504435,0.6438115272593606,4.358176260390097e-06,9.199556575987613e-07
5,0.042517853397217684,0.8698497079700036,0.00948249169680651,9.472942461869568e-07
5,0.042517853397217684,0.6818497079750385,5.583017442257783e-06,9.265576774991253e-07
7,0.0440875293475092,0.6844891054598284,5.67370489114585e-06,9.248906129331709e-07
11,0.04592450690295852,0.6861478294145621,5.8211052101988225e-06,9.312375076332233e-07
13,0.04648322411332589,0.6865262460175918,5.7968667700928914e-06,9.244971362850421e-07
19,0.04751540129600542,0.6871767130888987,5.979765065093218e-06,9.24935301151214e-07
31,0.04843889152504435,0.6878115272581988,6.006547454036659e-06,9.208835820401525e-07
5,0.042517853397217684,0.8648497079701417,0.00505334048200727,9.68932236119297e-07
5,0.042517853397217684,0.6368497079762598,4.046712850827336e-06,9.229199849511418e-07
7,0.0440875293475092,0.6394891054610162,4.114850166176889e-06,9.223744729236943e-07
11,0.04592450690295852,0.6411478294157574,4.0889056810575e-06,9.135879285901129e-07
13,0.04648322411332589,0.6415262460187916,4.2262016875825555e-06,9.26737599250745e-07
19,0.04751540129600542,0.6421767130900979,4.248971348890744e-06,9.274722787548053e-07
31,0.04843889152504435,0.6428115272593864,4.298094485864471e-06,9.279083751534582e-07
5,0.042517853397217684,0.6108497079769577,3.3422128165437963e-06,9.193857036254478e-07
7,0.0440875293475092,0.6134891054617009,3.4559856711709705e-06,9.22788339671572e-07
11,0.04592450690295852,0.6151478294164578,3.4447291402317178e-06,9.225258959772994e-07
13,0.04648322411332589,0.6155262460194963,3.519453768766843e-06,9.210235094355558e-07
19,0.04751540129600542,0.6161767130907756,3.430286569400292e-06,9.234366536845376e-07
31,0.04843889152504435,0.6168115272600878,3.689537808071436e-06,9.207436290290004e-07
5,0.042517853397217684,0.8188497079713466,3.0030907283179635e-05,9.210778337033111e-07
7,0.0440875293475092,0.8214891054561836,3.389568975472322e-05,9.296930748628621e-07
11,0.04592450690295852,0.8231478294108452,3.575623229265651e-05,9.393269889011298e-07
13,0.04648322411332589,0.8235262460139268,3.507667836245349e-05,9.232347248576555e-07
19,0.04751540129600542,0.8241767130852353,3.721917105132764e-05,9.336383133870927e-07
31,0.04843889152504435,0.8248115272545136,3.749448817350652e-05,9.331022585966142e-07
5,0.042517853397217684,0.6218497079766657,3.6778432416136307e-06,9.228774698489222e-07
7,0.0440875293475092,0.6244891054614176,3.7665599101852077e-06,9.278392319021163e-07
11,0.04592450690295852,0.6261478294161631,3.734507751317693e-06,9.233767880233927e-07
13,0.04648322411332589,0.6265262460192047,3.7222725062848037e-06,9.257264245207691e-07
19,0.04751540129600542,0.6271767130904857,3.828569509964519e-06,9.2815709669217e-07
31,0.04843889152504435,0.6278115272597911,3.943613706531272e-06,9.232276553266192e-07
5,0.042517853397217684,0.8158497079714266,2.764490066765517e-05,9.211639656054692e-07
7,0.0440875293475092,0.8184891054562611,3.023242437717557e-05,9.235624168762481e-07
11,0.04592450690295852,0.8201478294109236,3.134724868930288e-05,9.152132257529701e-07
13,0.04648322411332589,0.8205262460140053,3.1707757981179565e-05,9.284962709758139e-07
19,0.04751540129600542,0.821176713085311,3.344666312614496e-05,9.244461406604036e-07
31,0.04843889152504435,0.8218115272545965,3.3810736283685445e-05,9.326319249782931e-07
5,0.042517853397217684,0.6038497079771432,3.2585844371648968e-06,9.225005205781355e-07
7,0.0440875293475092,0.6064891054618873,3.1832281642791596e-06,9.243114133264319e-07
11,0.04592450690295852,0.6081478294166394,3.4275689213925543e-06,9.262624038671952e-07
13,0.04648322411332589,0.6085262460196866,3.2963507771491464e-06,9.169088600619534e-07
19,0.04751540129600542,0.6091767130909591,3.3511819086127587e-06,9.265484108560867e-07
31,0.04843889152504435,0.6098115272602784,3.4779040568883708e-06,9.238443988810098e-07
5,0.042517853397217684,0.8078497079716441,2.2785647502409145e-05,9.260966640706431e-07
7,0.0440875293475092,0.8104891054564738,2.4422273178488607e-05,9.295026361214607e-07
11,0.04592450690295852,0.8121478294111503,2.4960915272164908e-05,9.253731561711742e-07
13,0.04648322411332589,0.8125262460142282,2.4814817650917113e-05,9.21951545786357e-07
19,0.04751540129600542,0.813176713085519,2.6311114752626725e-05,9.329524928043281e-07
31,0.04843889152504435,0.8138115272548067,2.628484666187437e-05,9.227187573131525e-07
5,0.042517853397217684,0.6198497079767199,3.573728469021923e-06,9.233209376930067e-07
7,0.0440875293475092,0.6224891054614685,3.663590877615252e-06,9.19553396892203e-07
11,0.04592450690295852,0.6241478294162164,3.671960734746624e-06,9.225587594205154e-07
13,0.04648322411332589,0.624526246019258,3.694881552825946e-06,9.196539682950385e-07
19,0.04751540129600542,0.6251767130905422,3.7132804285351302e-06,9.233978219403216e-07
31,0.04843889152504435,0.6258115272598437,3.875434158637797e-06,9.241916157336125e-07
5,0.042517853397217684,0.612849707976908,3.3626243454432294e-06,9.181478943675303e-07
7,0.0440875293475092,0.6154891054616507,3.4254283543585397e-06,9.214949907354964e-07
11,0.04592450690295852,0.6171478294164021,3.5473540351875813e-06,9.270417335824278e-07
13,0.04648322411332589,0.6175262460194416,3.5925460753329368e-06,9.250953920039345e-07
19,0.04751540129600542,0.6181767130907215,3.5882859631485916e-06,9.213263178069865e-07
31,0.04843889152504435,0.6188115272600329,3.6436240446821556e-06,9.191808645384377e-07
5,0.042517853397217684,0.614849707976853,3.439574830412019e-06,9.218928616819177e-07
7,0.0440875293475092,0.6174891054615962,3.5022493249741505e-06,9.263915042939842e-07
11,0.04592450690295852,0.6191478294163495,3.675545589609855e-06,9.294403535461809e-07
13,0.04648322411332589,0.6195262460193881,3.569725417891396e-06,9.252359071267874e-07
19,0.04751540129600542,0.62017671309067,3.670531951681872e-06,9.193970083064065e-07
31,0.04843889152504435,0.6208115272599785,3.7120937887719027e-06,9.223795720207381e-07
5,0.042517853397217684,0.8068497079716692,2.1965099908324836e-05,9.201797005108532e-07
7,0.0440875293475092,0.8094891054565012,2.4070906146027643e-05,9.308241359370729e-07
11,0.04592450690295852,0.8111478294111779,2.4120622295347186e-05,9.143034891259702e-07
13,0.04648322411332589,0.8115262460142594,2.4233103584632838e-05,9.167435635974096e-07
19,0.04751540129600542,0.8121767130855458,2.5379209170492967e-05,9.229517786091504e-07
31,0.04843889152504435,0.8128115272548325,2.5713947213324224e-05,9.242372568144636e-07
5,0.042517853397217684,0.6828497079750137,5.640702326096235e-06,9.266457486525583e-07
7,0.0440875293475092,0.6854891054598028,5.804341963154806e-06,9.262808063834263e-07
11,0.04592450690295852,0.6871478294145386,5.971058673675364e-06,9.252822841009822e-07
13,0.04648322411332589,0.6875262460175632,5.8230265631054004e-06,9.286955078614266e-07
19,0.04751540129600542,0.6881767130888718,5.90139874015475e-06,9.215946661381815e-07
31,0.04843889152504435,0.6888115272581715,6.121656888562417e-06,9.252766425880394e-07
5,0.042517853397217684,0.635849707976289,4.0251820052322775e-06,9.221746479545736e-07
7,0.0440875293475092,0.638489105461043,4.05425594144225e-06,9.242084541240407e-07
11,0.04592450690295852,0.6401478294157845,4.1856927243737625e-06,9.188060921923565e-07
13,0.04648322411332589,0.6405262460188181,4.1028098569999335e-06,9.183843078622787e-07
19,0.04751540129600542,0.6411767130901278,4.156982256603341e-06,9.246960689069691e-07
31,0.04843889152504435,0.6418115272594116,4.260014617978881e-06,9.20916487125226e-07
5,0.042517853397217684,0.863849707970166,0.004310032949836548,9.667744130523187e-07
7,0.0440875293475092,0.8664891054550059,0.010737288788921662,9.582997576088103e-07
5,0.042517853397217684,0.8418497079707352,8.116276681525872e-05,9.325345825412732e-07
7,0.0440875293475092,0.8444891054555838,0.00012455628333333022,9.383672484410689e-07
11,0.04592450690295852,0.8461478294102246,0.0001563757637309101,9.400293171553559e-07
13,0.04648322411332589,0.846526246013328,0.0001618258777198237,9.321812033288528e-07
19,0.04751540129600542,0.8471767130846032,0.00023740537068369304,9.4632641253437e-07
31,0.04843889152504435,0.8478115272539044,0.00022723367103951293,9.294699195462923e-07
5,0.042517853397217684,0.8708497079699762,0.010453921689011037,9.63824744223427e-07
5,0.042517853397217684,0.6388497079762091,4.081916122807655e-06,9.203899627440195e-07
7,0.0440875293475092,0.6414891054609602,4.1755360363372105e-06,9.298567181685879e-07
11,0.04592450690295852,0.6431478294157057,4.238161238460117e-06,9.227320991647113e-07
13,0.04648322411332589,0.6435262460187386,4.234124112459346e-06,9.229251210913555e-07
19,0.04751540129600542,0.644176713090047,4.352684360736856e-06,9.307460689860259e-07
31,0.04843889152504435,0.6448115272593332,4.530500952143319e-06,9.261485209802281e-07
5,0.042517853397217684,0.6808497079750672,5.6090734001197496e-06,9.268995934595281e-07
7,0.0440875293475092,0.6834891054598552,5.640193042417347e-06,9.207970827602055e-07
11,0.04592450690295852,0.6851478294145884,5.792251816154399e-06,9.240717351655816e-07
13,0.04648322411332589,0.6855262460176178,5.757012799470382e-06,9.211818832051115e-07
19,0.04751540129600542,0.6861767130889247,5.857252711415552e-06,9.251547326992174e-07
31,0.04843889152504435,0.6868115272582254,5.957136659983438e-06,9.223273080404609e-07
5,0.042517853397217684,0.8348497079709175,5.492773497557578e-05,9.377996428033776e-07
7,0.0440875293475092,0.8374891054557615,7.0239937764179e-05,9.326887112023679e-07
11,0.04592450690295852,0.8391478294104096,7.758391723061289e-05,9.22141493899841e-07
13,0.04648322411332589,0.8395262460135109,7.982571456955773e-05,9.443347800399922e-07
19,0.04751540129600542,0.8401767130847853,9.295792525146708e-05,9.297433675296412e-07
31,0.04843889152504435,0.8408115272540878,8.961076833586591e-05,9.1787737848524e-07
5,0.042517853397217684,0.6668497079754502,4.997715650857669e-06,9.223089088982949e-07
7,0.0440875293475092,0.669489105460215,5.109053044422095e-06,9.2924146269591e-07
11,0.04592450690295852,0.6711478294149604,5.042202419362955e-06,9.182911335984887e-07
13,0.04648322411332589,0.6715262460179913,5.189366381069164e-06,9.280788898851293e-07
19,0.04751540129600542,0.6721767130892926,5.170381931909654e-06,9.217535969702231e-07
31,0.04843889152504435,0.6728115272585989,5.369874967751613e-06,9.225031090645536e-07
5,0.042517853397217684,0.6678497079754249,4.973257181786814e-06,9.218460907900504e-07
7,0.0440875293475092,0.6704891054601883,5.08875530720196e-06,9.248810646888783e-07
11,0.04592450690295852,0.672147829414935,5.2036751336401e-06,9.232950646475231e-07
13,0.04648322411332589,0.6725262460179616,5.219343367888401e-06,9.253286546929234e-07
19,0.04751540129600542,0.6731767130892646,5.205466069600691e-06,9.282886397263018e-07
31,0.04843889152504435,0.6738115272585727,5.361789465004179e-06,9.19847335675959e-07
5,0.042517853397217684,0.8398497079707873,7.144004412457093e-05,9.300971509709057e-07
7,0.0440875293475092,0.8424891054556366,0.00010471889505107572,9.49808110292702e-07
11,0.04592450690295852,0.8441478294102757,0.00012240529488798707,9.372116212042629e-07
13,0.04648322411332589,0.8445262460133847,0.00012538786989868284,9.333247914291515e-07
19,0.04751540129600542,0.8451767130846519,0.0001665598018511351,9.333151829823119e-07
31,0.04843889152504435,0.8458115272539591,0.00015939721593488502,9.322031022132687e-07
5,0.042517853397217684,0.6738497079752602,5.249056469555326e-06,9.239338756780462e-07
7,0.0440875293475092,0.6764891054600353,5.3583896816995285e-06,9.205481313443131e-07
11,0.04592450690295852,0.6781478294147759,5.3857233701417686e-06,9.236900632455886e-07
13,0.04648322411332589,0.6785262460178025,5.463510455303277e-06,9.248696039659156e-07
19,0.04751540129600542,0.6791767130891064,5.408153353505353e-06,9.19890803831291e-07
31,0.04843889152504435,0.6798115272584135,5.592112263641835e-06,9.121857921547025e-07
5,0.042517853397217684,0.805849707971694,2.1680805738973723e-05,9.228023043313036e-07
7,0.0440875293475092,0.8084891054565322,2.3659299413750004e-05,9.365843419192159e-07
11,0.04592450690295852,0.8101478294112086,2.4063480270658414e-05,9.345151223165784e-07
13,0.04648322411332589,0.8105262460142852,2.369801942602264e-05,9.252266910131679e-07
19,0.04751540129600542,0.8111767130855718,2.4658402574687297e-05,9.256318603492394e-07
31,0.04843889152504435,0.8118115272548594,2.506357675781283e-05,9.301645554693971e-07
5,0.042517853397217684,0.6138497079768811,3.443056763607311e-06,9.288728954255285e-07
7,0.0440875293475092,0.6164891054616235,3.419330253714081e-06,9.223361414835901e-07
11,0.04592450690295852,0.618147829416376,3.5739908287156075e-06,9.212190126859737e-07
13,0.04648322411332589,0.6185262460194162,3.505053883821801e-06,9.245010007629712e-07
19,0.04751540129600542,0.6191767130906959,3.6511983280934376e-06,9.25240132626897e-07
31,0.04843889152504435,0.6198115272600053,3.745598114141926e-06,9.269609085813052e-07
5,0.042517853397217684,0.6208497079766931,3.579815873830801e-06,9.243869904456226e-07
7,0.0440875293475092,0.6234891054614435,3.7084152477112335e-06,9.228338347587934e-07
11,0.04592450690295852,0.6251478294161903,3.65657271125437e-06,9.253375877516253e-07
13,0.04648322411332589,0.6255262460192323,3.8018844328173693e-06,9.349111400872481e-07
19,0.04751540129600542,0.6261767130905143,3.7169649118101366e-06,9.210009941488725e-07
31,0.04843889152504435,0.6268115272598178,3.915163605501529e-06,9.232640099984778e-07
5,0.042517853397217684,0.8088497079716157,2.3432596385731874e-05,9.21697516649041e-07
7,0.0440875293475092,0.8114891054564468,2.4776889475709634e-05,9.195847835264534e-07
11,0.04592450690295852,0.8131478294111195,2.563593072575809e-05,9.221417035970825e-07
13,0.04648322411332589,0.8135262460142012,2.544933445687664e-05,9.253829362756757e-07
19,0.04751540129600542,0.8141767130854914,2.7203207221656772e-05,9.284882216184384e-07
31,0.04843889152504435,0.8148115272547819,2.7179866804278404e-05,9.207351553130367e-07
5,0.042517853397217684,0.6118497079769338,3.401658181420029e-06,9.232084079068146e-07
7,0.0440875293475092,0.6144891054616759,3.560907998180225e-06,9.304366959843505e-07
11,0.04592450690295852,0.6161478294164281,3.5510854619337313e-06,9.314224287422374e-07
13,0.04648322411332589,0.6165262460194688,3.488847953564491e-06,9.191651280299611e-07
19,0.04751540129600542,0.6171767130907497,3.543343315300668e-06,9.20696864608385e-07
31,0.04843889152504435,0.6178115272600606,3.781175556488054e-06,9.24737409617113e-07
5,0.042517853397217684,0.6048497079771186,3.264229222189483e-06,9.225326606377874e-07
7,0.0440875293475092,0.6074891054618607,3.3317535496276e-06,9.301354012854047e-07
11,0.04592450690295852,0.6091478294166122,3.346504280954928e-06,9.25511421190161e-07
13,0.04648322411332589,0.6095262460196599,3.363369717246866e-06,9.199316094745876e-07
19,0.04751540129600542,0.610176713090931,3.3466632948203676e-06,9.158229940838718e-07
31,0.04843889152504435,0.6108115272602526,3.574745756404277e-06,9.268038864065602e-07
5,0.042517853397217684,0.8168497079714001,2.846152801237828e-05,9.229165284567422e-07
7,0.0440875293475092,0.8194891054562344,3.174913058736817e-05,9.258834806084374e-07
11,0.04592450690295852,0.8211478294108977,3.269486276335605e-05,9.236260993755109e-07
13,0.04648322411332589,0.8215262460139781,3.310311706935721e-05,9.309247035111999e-07
19,0.04751540129600542,0.8221767130852868,3.489499159105022e-05,9.33045335978927e-07
31,0.04843889152504435,0.8228115272545685,3.4517442385702596e-05,9.337479017529538e-07
5,0.042517853397217684,0.8178497079713739,3.0008796274967226e-05,9.357064502911496e-07
7,0.0440875293475092,0.8204891054562097,3.286713928050423e-05,9.352966691746051e-07
11,0.04592450690295852,0.8221478294108693,3.359213221074031e-05,9.189592635729196e-07
13,0.04648322411332589,0.8225262460139513,3.370357246598826e-05,9.186673354042433e-07
19,0.04751540129600542,0.8231767130852602,3.591740000042465e-05,9.248706643238218e-07
31,0.04843889152504435,0.8238115272545412,3.6044949120232714e-05,9.287461563505742e-07
5,0.042517853397217684,0.6098497079769869,3.320240332648839e-06,9.229393470639627e-07
