nv,mu,phi_j,pair_vertex_contacts,z_p,z_v,mu_mean,mu_std,mu_dist
7,0.008677567623904503,0.852173944451559,"[[1 1]
 [1 1]
 [2 2]
 ...
 [1 1]
 [2 1]
 [1 2]]",3.9607843137254903,5.583877995642702,0.018276272706861767,0.015124960362690319,[0.00409966 0.00671944 0.02498827 ... 0.02295147 0.001429   0.03728823]
11,0.0091169801104741,0.8512502060698706,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 2]
 [1 1]]",3.9305711086226203,5.578947368421052,0.012121370402249513,0.009117763421620208,[0.00744649 0.01218328 0.01649241 ... 0.00665599 0.00621256 0.00799753]
21,0.009527413188282959,0.8514482556653138,"[[2 1]
 [1 2]
 [1 2]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.915032679738562,5.559912854030501,0.0076081567953495445,0.005571672112072658,[0.00515385 0.00642432 0.00204459 ... 0.00347642 0.00989489 0.01252984]
31,0.009678512324846988,0.8510709804589193,"[[1 1]
 [2 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 1]]",3.915367483296214,5.6080178173719375,0.00612969986399814,0.004588194785287008,[0.00254823 0.00056315 0.00099263 ... 0.01102728 0.00173148 0.00153467]
4,0.008164829729915748,0.8569748523657865,"[[1 1]
 [1 2]
 [1 1]
 ...
 [1 1]
 [2 2]
 [1 2]]",4.034371643394199,5.587540279269603,0.03588507454256514,0.02869559714722839,[0.00158797 0.00626679 0.06744944 ... 0.05888407 0.00888879 0.04856644]
4,0.3922322702763648,0.8337100493581933,"[[2 1]
 [2 1]
 [1 1]
 ...
 [1 1]
 [1 2]
 [1 2]]",3.7489082969432315,5.705240174672489,0.2647569523694209,0.20196366470133198,[0.19569589 0.06909882 0.27051654 ... 0.13012588 0.56248533 0.23086715]
7,0.421078708453035,0.8015617220801337,"[[1 1]
 [1 1]
 [1 2]
 ...
 [2 1]
 [1 1]
 [2 1]]",3.581344902386117,5.7158351409978305,0.23654306163951083,0.16362942884637732,[0.01272488 0.31416507 0.13769886 ... 0.11891472 0.15676292 0.08641748]
11,0.4465288487115895,0.7995028985711449,"[[2 1]
 [1 1]
 [2 1]
 ...
 [2 1]
 [1 1]
 [1 2]]",3.425260718424102,5.73117033603708,0.22236283998939782,0.14918605449370892,[0.31371008 0.45688935 0.03854606 ... 0.04788249 0.28912805 0.32494402]
21,0.47097143422939225,0.8027155741725011,"[[1 1]
 [2 2]
 [1 1]
 ...
 [1 2]
 [1 1]
 [1 2]]",3.4149659863945576,5.816326530612245,0.20996471753426185,0.1507883881154055,"[3.74859732e-04 2.80524397e-01 4.31121020e-01 ... 5.87355410e-02
 4.45082500e-01 3.84801816e-01]"
31,0.48014540606548006,0.8033778582606605,"[[1 2]
 [1 1]
 [1 2]
 ...
 [1 2]
 [2 1]
 [1 2]]",3.3005847953216376,5.822222222222222,0.20766493259397784,0.14486610000406774,[0.3390518  0.55773083 0.20930105 ... 0.27168697 0.04007391 0.10889097]
4,0.3922322702763648,0.8254600493579214,"[[1 1]
 [1 2]
 [1 1]
 ...
 [2 1]
 [2 2]
 [1 1]]",3.6772009029345374,5.6410835214446955,0.25812355803640274,0.20056916252720028,[0.03176452 0.24326798 0.21457453 ... 0.06521727 0.01669937 0.2968629 ]
7,0.421078708453035,0.7987858431736116,"[[1 2]
 [2 1]
 [1 2]
 ...
 [1 1]
 [1 1]
 [2 1]]",3.5707865168539326,5.710112359550561,0.23539344337074813,0.1599235255463022,[0.20134685 0.02798996 0.34694999 ... 0.01353891 0.18547901 0.14233035]
11,0.4465288487115895,0.804913054820871,"[[1 1]
 [2 1]
 [1 1]
 ...
 [2 2]
 [1 2]
 [1 2]]",3.430219146482122,5.640138408304498,0.2290193861262012,0.15365149894638486,[0.10638839 0.20735386 0.11418777 ... 0.08869181 0.08139985 0.15125802]
21,0.47097143422939225,0.8010280741722308,"[[1 2]
 [1 2]
 [1 1]
 ...
 [2 1]
 [2 1]
 [1 1]]",3.3325714285714287,5.748571428571428,0.2123632992590985,0.15038176994364852,[0.16954191 0.0072299  0.35696136 ... 0.11016628 0.46573902 0.52166591]
31,0.48014540606548006,0.8065370379478953,"[[1 2]
 [2 1]
 [1 1]
 ...
 [2 1]
 [2 1]
 [1 2]]",3.31002331002331,5.843822843822844,0.2067318115860917,0.1455064304482098,[0.18661757 0.00636153 0.5263942  ... 0.04411388 0.19523841 0.34459045]
4,0.3922322702763648,0.8352725493576532,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 2]]",3.796976241900648,5.6501079913606915,0.27260349645918813,0.20398181973324464,[0.04377438 0.47191314 0.12955057 ... 0.52309515 0.25401795 0.22803281]
7,0.421078708453035,0.8038273470795978,"[[2 1]
 [1 2]
 [1 2]
 ...
 [2 2]
 [2 1]
 [1 1]]",3.5956521739130434,5.745652173913044,0.2412762191718589,0.16557473400555436,[0.0558556  0.35743923 0.12843884 ... 0.01260514 0.23601093 0.08368011]
11,0.4465288487115895,0.8007421563831028,"[[1 2]
 [1 2]
 [2 1]
 ...
 [1 2]
 [1 1]
 [2 1]]",3.4760820045558085,5.75626423690205,0.2193811743760775,0.15074228829838646,[0.33578475 0.14514442 0.05385081 ... 0.16220686 0.52351102 0.19243363]
21,0.47097143422939225,0.8016491679219615,"[[2 1]
 [1 2]
 [1 2]
 ...
 [2 1]
 [2 1]
 [1 1]]",3.376593279258401,5.8146002317497105,0.21155014900457894,0.1510454376837161,[0.31382716 0.0955787  0.03072134 ... 0.10847571 0.27464858 0.01412918]
31,0.48014540606548006,0.8061981707601386,"[[2 1]
 [2 1]
 [2 1]
 ...
 [2 1]
 [1 2]
 [1 1]]",3.312280701754386,5.817543859649123,0.21342875675538614,0.14716282914999995,[0.22916844 0.25982459 0.37663901 ... 0.01016397 0.15109256 0.26856254]
4,0.3922322702763648,0.8330909087323811,"[[1 1]
 [1 1]
 [1 2]
 ...
 [1 2]
 [1 1]
 [1 2]]",3.7725752508361206,5.636566332218506,0.26768014622905584,0.21063960497017137,[0.14480791 0.2588387  0.10514314 ... 0.02878692 0.30409852 0.458194  ]
7,0.421078708453035,0.8055773470793322,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 2]
 [2 1]
 [2 1]]",3.6,5.729608938547486,0.23363833338000328,0.16252708375466926,[0.17199577 0.43423191 0.62754861 ... 0.15106561 0.14183213 0.11186279]
11,0.4465288487115895,0.8072880548203348,"[[1 1]
 [1 1]
 [2 2]
 ...
 [1 2]
 [1 2]
 [2 1]]",3.509049773755656,5.735294117647059,0.22101263782451372,0.15212122508325834,[0.11861181 0.12483818 0.35783207 ... 0.05920572 0.18551048 0.03267567]
21,0.47097143422939225,0.8032155741716899,"[[1 2]
 [2 1]
 [1 1]
 ...
 [1 2]
 [2 1]
 [1 2]]",3.324582338902148,5.780429594272077,0.20930515819693046,0.15030887227312037,[0.45773467 0.26822301 0.55494689 ... 0.32193916 0.16441404 0.15520057]
31,0.48014540606548006,0.807198170759875,"[[1 2]
 [2 1]
 [1 1]
 ...
 [2 1]
 [2 1]
 [1 2]]",3.275779376498801,5.7458033573141485,0.20710382202030106,0.14795561406658517,[0.30225385 0.20726903 0.22655903 ... 0.14524309 0.15886517 0.15361501]
4,0.3922322702763648,0.8352920806071145,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 2]
 [2 1]]",3.769484083424808,5.686059275521405,0.2665507777698387,0.2047451934792468,[0.3526383  0.47371717 0.28617393 ... 0.07835832 0.37610302 0.26504253]
7,0.421078708453035,0.8072023470790735,"[[2 1]
 [2 1]
 [1 2]
 ...
 [1 1]
 [1 2]
 [1 2]]",3.6457399103139014,5.7152466367713,0.23485363759146657,0.15913963414464877,[0.03216735 0.13681688 0.15497771 ... 0.16903626 0.07358076 0.14644752]
11,0.4465288487115895,0.8047216485700591,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 1]
 [2 1]
 [1 2]]",3.449074074074074,5.729166666666667,0.2239292260378967,0.1511920868633161,[0.57088616 0.34990198 0.30292729 ... 0.12771672 0.19292048 0.42864029]
21,0.47097143422939225,0.8082936991714177,"[[2 1]
 [2 1]
 [1 1]
 ...
 [2 1]
 [2 1]
 [1 2]]",3.3600944510035418,5.808736717827627,0.21322942035797898,0.15006752261125403,[0.1976782  0.10635619 0.46716983 ... 0.18120773 0.22550755 0.13478348]
31,0.48014540606548006,0.8094794207596085,"[[1 2]
 [1 2]
 [2 1]
 ...
 [1 2]
 [2 1]
 [2 1]]",3.325358851674641,5.820574162679426,0.2099670964274991,0.1475476549725628,[0.0057893  0.00648268 0.13796068 ... 0.10082821 0.0673045  0.04067904]
4,0.3922322702763648,0.8375069243568533,"[[2 2]
 [1 1]
 [2 2]
 ...
 [1 1]
 [2 2]
 [2 1]]",3.763300760043431,5.687296416938111,0.2698533953394114,0.20254566949686775,[0.15737134 0.23257746 0.43373013 ... 0.28421686 0.30507025 0.60019103]
7,0.421078708453035,0.8105460970788064,"[[1 1]
 [1 2]
 [2 1]
 ...
 [2 1]
 [2 1]
 [1 1]]",3.622767857142857,5.694196428571429,0.23863973451089768,0.16778999458340102,[0.42548248 0.14180167 0.00518222 ... 0.15531034 0.03136685 0.30453116]
11,0.4465288487115895,0.8044540704447882,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [2 1]
 [2 1]]",3.480549199084668,5.768878718535469,0.22121085537797588,0.14841179047706407,[0.43388015 0.16502523 0.26891661 ... 0.28415775 0.10620902 0.22380264]
21,0.47097143422939225,0.8093132304211519,"[[2 1]
 [1 2]
 [1 1]
 ...
 [2 1]
 [2 1]
 [2 1]]",3.3969732246798605,5.8277066356228175,0.2239584207779122,0.14853606582941842,[0.17074921 0.17702461 0.22268933 ... 0.02358532 0.0932048  0.39921286]
31,0.48014540606548006,0.8111981707593301,"[[2 1]
 [1 2]
 [1 2]
 ...
 [1 1]
 [1 1]
 [1 1]]",3.2203389830508473,5.72639225181598,0.20904934484917773,0.1474896538082511,[0.05762081 0.06301318 0.14485669 ... 0.50280431 0.48737801 0.27611161]
4,0.3922322702763648,0.8384600493565918,"[[1 1]
 [1 2]
 [1 1]
 ...
 [1 2]
 [2 1]
 [1 2]]",3.744774477447745,5.674367436743674,0.2632147373670657,0.20173732216466553,[0.91198027 0.07862654 0.79465512 ... 0.48074026 0.28783805 0.01427971]
7,0.421078708453035,0.8080949252035365,"[[2 2]
 [1 1]
 [1 1]
 ...
 [1 2]
 [2 1]
 [1 1]]",3.620958751393534,5.736900780379041,0.23558531897357263,0.1648080589689956,[0.23488224 0.25654112 0.43124874 ... 0.12761998 0.07647708 0.4113224 ]
11,0.4465288487115895,0.8085810235695136,"[[2 1]
 [1 2]
 [1 1]
 ...
 [1 1]
 [1 1]
 [1 1]]",3.4794520547945207,5.739726027397261,0.22721200640389994,0.15298538867894973,[0.16131506 0.09757324 0.38938184 ... 0.40221111 0.22211504 0.48363482]
21,0.47097143422939225,0.8106530741708835,"[[2 1]
 [1 1]
 [1 2]
 ...
 [2 1]
 [2 1]
 [1 2]]",3.359154929577465,5.812206572769953,0.21243812266359866,0.14914600247908127,[0.09160293 0.04710178 0.10544059 ... 0.24210623 0.17936085 0.15716833]
31,0.48014540606548006,0.8144130145090613,"[[1 2]
 [2 1]
 [1 2]
 ...
 [2 1]
 [1 1]
 [2 1]]",3.302551640340219,5.842041312272175,0.20609727850152623,0.14252986691880942,[0.0153138  0.21111793 0.00239109 ... 0.43282416 0.46363132 0.08514395]
4,0.3922322702763648,0.8383194243563218,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.7982832618025753,5.721030042918455,0.26971223896302876,0.20818908444598658,[0.57791571 0.07324442 0.55210104 ... 0.19699252 0.05771969 0.37531773]
7,0.421078708453035,0.8133195345782831,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 1]]",3.6402234636871507,5.705027932960894,0.24536419241766272,0.16542661933009706,[0.38550257 0.3223509  0.32031891 ... 0.34914496 0.4236752  0.11718777]
11,0.4465288487115895,0.8068193048192449,"[[2 1]
 [1 1]
 [1 1]
 ...
 [2 1]
 [2 1]
 [1 1]]",3.4098360655737703,5.73536299765808,0.21077350249038326,0.14834179095316358,[0.04007522 0.31316324 0.34776482 ... 0.28506948 0.20287076 0.35312459]
21,0.47097143422939225,0.8118405741706209,"[[1 1]
 [1 1]
 [1 2]
 ...
 [2 1]
 [1 1]
 [1 2]]",3.358313817330211,5.8103044496487115,0.2213860189523058,0.15183069276916888,[0.19116697 0.53493712 0.09564652 ... 0.00971996 0.34977532 0.10599366]
31,0.48014540606548006,0.8130731707587925,"[[1 2]
 [2 1]
 [2 1]
 ...
 [1 2]
 [1 1]
 [1 2]]",3.229090909090909,5.801212121212121,0.1949893535408128,0.14291069430720768,[0.0516701  0.39302595 0.14392791 ... 0.04436939 0.48903115 0.11039067]
4,0.3922322702763648,0.8427725493560505,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [2 2]
 [1 1]]",3.8412017167381975,5.708154506437769,0.280688781896532,0.20732209582478314,[0.46183394 0.05256454 0.20337325 ... 0.28575247 0.30354197 0.27937371]
7,0.421078708453035,0.8110050814530233,"[[1 2]
 [2 1]
 [2 2]
 ...
 [1 2]
 [2 1]
 [2 2]]",3.5941043083900226,5.7437641723356005,0.22846030062173783,0.16138960003854327,[0.01490103 0.20077652 0.32892882 ... 0.03925679 0.07889784 0.03875227]
11,0.4465288487115895,0.812788054818975,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 1]
 [1 2]
 [1 1]]",3.477560414269275,5.746835443037975,0.21914552728819756,0.14997755349620873,[0.20255996 0.56393594 0.26458438 ... 0.52852657 0.15466854 0.36877047]
21,0.47097143422939225,0.8134655741703476,"[[2 1]
 [1 1]
 [2 1]
 ...
 [2 1]
 [2 1]
 [1 2]]",3.3838748495788207,5.802647412755716,0.21348271663449678,0.14953760177762251,[0.15622045 0.37726024 0.1536337  ... 0.07336044 0.15634262 0.06671532]
31,0.48014540606548006,0.8201981707585344,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 1]
 [2 1]
 [2 1]]",3.2617283950617284,5.720987654320988,0.20857463926464812,0.14855737921351195,[0.40433277 0.54437887 0.05767059 ... 0.39148792 0.41943496 0.20429828]
4,0.3922322702763648,0.8360850493557764,"[[1 1]
 [1 2]
 [2 1]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.8146128680479827,5.705561613958561,0.2658452107923889,0.2018188165049667,[0.0594605  0.15113418 0.12651165 ... 0.21918366 0.0889875  0.53033308]
7,0.421078708453035,0.8130822298902574,"[[1 2]
 [1 1]
 [2 2]
 ...
 [2 2]
 [1 2]
 [1 2]]",3.6772009029345374,5.776523702031603,0.23775478078112272,0.16407962380556812,[0.01415575 0.13732617 0.11415203 ... 0.20997585 0.0133399  0.20785775]
11,0.4465288487115895,0.817030242318718,"[[1 1]
 [1 1]
 [1 2]
 ...
 [2 2]
 [1 2]
 [1 1]]",3.524886877828054,5.714932126696833,0.22702609894473919,0.15271048557571495,[0.47340105 0.34500579 0.33309614 ... 0.13337999 0.0524802  0.39675482]
21,0.47097143422939225,0.820586667920076,"[[1 1]
 [2 1]
 [1 1]
 ...
 [1 2]
 [2 1]
 [1 1]]",3.3699284009546537,5.83054892601432,0.21201512426688984,0.14867755354747195,[0.39850518 0.00360386 0.57053964 ... 0.02467506 0.01809805 0.5443967 ]
31,0.48014540606548006,0.8249481707582582,"[[2 1]
 [2 1]
 [1 2]
 ...
 [2 1]
 [1 2]
 [1 2]]",3.291614518147685,5.7947434292866085,0.20732779612362814,0.1477841697936208,[0.08733189 0.14728179 0.1227409  ... 0.03262946 0.03934715 0.00810488]
4,0.3922322702763648,0.842006924355495,"[[1 1]
 [1 2]
 [2 1]
 ...
 [2 2]
 [1 1]
 [1 1]]",3.9117330462863293,5.73735199138859,0.27118596107773607,0.2004582697477289,[0.1760755  0.03722997 0.15992973 ... 0.14855308 0.39532034 0.72138239]
7,0.421078708453035,0.8129523470775044,"[[2 1]
 [1 2]
 [1 2]
 ...
 [1 1]
 [1 2]
 [1 1]]",3.669683257918552,5.742081447963801,0.2418308545655488,0.16341278694393102,[0.12284855 0.02226625 0.21572552 ... 0.25459084 0.401767   0.15618348]
11,0.4465288487115895,0.8169677423184417,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [2 1]
 [2 1]]",3.4827586206896552,5.742528735632184,0.2192373824331733,0.14972208601285036,[0.28423365 0.3279491  0.25931592 ... 0.33755892 0.16020324 0.4016043 ]
21,0.47097143422939225,0.8204577616698099,"[[1 1]
 [1 2]
 [1 2]
 ...
 [2 1]
 [1 2]
 [2 1]]",3.357561547479484,5.798358733880422,0.22317321168693133,0.14689167866168135,[0.4503259  0.03361999 0.24757992 ... 0.38833107 0.29768825 0.1539683 ]
31,0.48014540606548006,0.8252391863829858,"[[1 1]
 [1 2]
 [2 1]
 ...
 [1 2]
 [2 1]
 [2 1]]",3.321256038647343,5.8478260869565215,0.21399954454034412,0.1454053537081977,[0.47364464 0.2566011  0.1225168  ... 0.05681989 0.1976967  0.19050342]
4,0.3922322702763648,0.8421553618552313,"[[1 2]
 [1 2]
 [1 1]
 ...
 [1 1]
 [2 1]
 [2 1]]",3.7953795379537953,5.694169416941694,0.2553946209732943,0.20385328800292346,[0.14684665 0.29032707 0.60930996 ... 0.53577398 0.23219434 0.59233454]
7,0.421078708453035,0.8176710970772408,"[[1 2]
 [2 2]
 [1 1]
 ...
 [1 2]
 [1 2]
 [1 2]]",3.7241379310344827,5.755283648498332,0.23259432562173654,0.1641748419280888,[0.11290061 0.02226577 0.41633972 ... 0.06728167 0.30746188 0.31828252]
11,0.4465288487115895,0.8197880548181711,"[[1 2]
 [1 1]
 [1 2]
 ...
 [1 2]
 [1 2]
 [1 2]]",3.479905437352246,5.704491725768322,0.2298654395049096,0.1515912027650301,[0.06691328 0.29249968 0.29610455 ... 0.06023688 0.20120112 0.14668781]
21,0.47097143422939225,0.8247155741695509,"[[1 2]
 [1 2]
 [2 1]
 ...
 [1 2]
 [1 2]
 [2 1]]",3.392434988179669,5.787234042553192,0.21540089187062716,0.14801715413608382,[0.04443353 0.10477374 0.08194766 ... 0.16394657 0.18715838 0.28412823]
31,0.48014540606548006,0.8277919207577206,"[[2 2]
 [1 1]
 [1 1]
 ...
 [2 1]
 [1 1]
 [2 1]]",3.315403422982885,5.811735941320293,0.21202065438562795,0.14633773236983064,[0.22767429 0.09628266 0.50953262 ... 0.00799494 0.35637232 0.27184361]
4,0.3922322702763648,0.8421397368549568,"[[1 2]
 [1 1]
 [1 1]
 ...
 [1 2]
 [1 1]
 [1 2]]",3.787709497206704,5.680446927374302,0.2673836342314281,0.20487414821838945,[0.05693078 0.26054482 0.25894794 ... 0.06047919 0.18765048 0.41518901]
7,0.421078708453035,0.8182023470769682,"[[1 1]
 [2 1]
 [1 1]
 ...
 [2 1]
 [2 2]
 [2 2]]",3.655491329479769,5.690173410404625,0.23490459019621032,0.16192169738044332,[0.49351739 0.38098745 0.03759429 ... 0.16760006 0.25194495 0.15144969]
11,0.4465288487115895,0.8247802423179061,"[[2 2]
 [1 2]
 [1 1]
 ...
 [1 1]
 [2 1]
 [2 1]]",3.488425925925926,5.717592592592593,0.22790062113626883,0.14766017366322004,[0.13620823 0.11293948 0.01490058 ... 0.27294669 0.39197183 0.26271821]
21,0.47097143422939225,0.8271970194817733,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 2]
 [1 2]
 [2 1]]",3.375302663438257,5.803874092009686,0.21526499615245798,0.14773079782638662,[0.20278178 0.41080146 0.10911061 ... 0.4030191  0.20133009 0.20156499]
31,0.48014540606548006,0.8305516863824582,"[[1 2]
 [2 1]
 [2 1]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.246913580246914,5.817283950617284,0.2026783513628725,0.14116219148675477,[0.10193346 0.20018037 0.02313468 ... 0.16677977 0.11633856 0.02443295]
4,0.3922322702763648,0.8442256743546857,"[[1 1]
 [1 1]
 [1 1]
 ...
 [2 2]
 [1 2]
 [1 2]]",3.7631284916201118,5.709497206703911,0.2652154329398272,0.20529300477636614,[0.13208402 0.18777137 0.20113553 ... 0.25529891 0.21901336 0.0381792 ]
7,0.421078708453035,0.819167190826704,"[[1 2]
 [2 1]
 [1 2]
 ...
 [2 1]
 [1 1]
 [2 1]]",3.631399317406143,5.731513083048919,0.23297761221320284,0.15993279651990425,[0.09401007 0.24551815 0.36279461 ... 0.28941017 0.43503908 0.0932723 ]
11,0.4465288487115895,0.8284130548176384,"[[1 1]
 [1 1]
 [1 2]
 ...
 [1 2]
 [1 2]
 [1 2]]",3.535796766743649,5.722863741339492,0.23254414144528127,0.15224746259280442,[0.35009355 0.42637298 0.4999111  ... 0.0699752  0.26081266 0.04751878]
21,0.47097143422939225,0.8289421366690052,"[[1 2]
 [2 1]
 [1 2]
 ...
 [1 1]
 [1 1]
 [1 2]]",3.361244019138756,5.787081339712919,0.2131241412747317,0.14826078427750175,[0.21659755 0.02086921 0.07515729 ... 0.3255085  0.22909807 0.12536213]
31,0.48014540606548006,0.8331591082571881,"[[1 1]
 [1 2]
 [2 1]
 ...
 [2 1]
 [1 1]
 [2 1]]",3.2944162436548226,5.789340101522843,0.21584618169298225,0.15045414564907694,[0.25594649 0.29564962 0.01398679 ... 0.01687575 0.4416942  0.08922553]
4,0.3922322702763648,0.838460049354419,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 2]
 [1 1]
 [2 2]]",3.8418708240534523,5.712694877505568,0.2660273631399829,0.20485766631887975,[0.55765758 0.21541961 0.29139001 ... 0.02016723 0.14347631 0.04719324]
7,0.421078708453035,0.825139847076435,"[[1 2]
 [2 2]
 [1 1]
 ...
 [1 1]
 [2 1]
 [2 1]]",3.700892857142857,5.743303571428571,0.24167999660206468,0.16611051687398032,[0.47724007 0.33604949 0.04978767 ... 0.44117835 0.49688263 0.23322907]
11,0.4465288487115895,0.8286318048173686,"[[2 1]
 [1 2]
 [1 1]
 ...
 [2 1]
 [1 1]
 [1 2]]",3.5575826681870013,5.7924743443557585,0.2226486333958387,0.15088159432571027,[0.14555196 0.16103104 0.52740716 ... 0.33341978 0.48656957 0.02375273]
21,0.47097143422939225,0.831809324168737,"[[2 1]
 [2 1]
 [1 2]
 ...
 [1 1]
 [1 2]
 [1 1]]",3.3934226552984166,5.807551766138855,0.22064636364431556,0.14669987742663107,[0.19250832 0.20738393 0.22378776 ... 0.43643038 0.05654525 0.08149921]
31,0.48014540606548006,0.8362489520069155,"[[1 2]
 [1 2]
 [2 1]
 ...
 [1 2]
 [1 2]
 [2 1]]",3.3446601941747574,5.847087378640777,0.20349267861771403,0.14644993695927444,[0.05807849 0.10988588 0.09455626 ... 0.15068609 0.00141802 0.07431583]
4,0.3922322702763648,0.8469717681041483,"[[1 1]
 [1 1]
 [1 1]
 ...
 [2 1]
 [2 2]
 [1 2]]",3.7729852440408624,5.7003405221339385,0.2729809093420429,0.206296897688914,[0.24043549 0.06781876 0.22506289 ... 0.27741104 0.16225227 0.18033036]
7,0.421078708453035,0.8282111361386646,"[[1 1]
 [2 2]
 [2 2]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.828819068255688,5.7486457204767065,0.24215880631398673,0.1651501492281568,[0.11636279 0.06451814 0.30303535 ... 0.15566986 0.3430126  0.18282829]
11,0.4465288487115895,0.8327568048170934,"[[2 2]
 [2 1]
 [1 2]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.601830663615561,5.748283752860412,0.2357243265748791,0.15394854054410828,[0.24355838 0.13217255 0.07656754 ... 0.45092817 0.06062653 0.48807775]
21,0.47097143422939225,0.8340788554184799,"[[1 2]
 [2 2]
 [2 1]
 ...
 [1 1]
 [1 2]
 [1 1]]",3.4639423076923075,5.802884615384615,0.22149894500355,0.1524071614025666,[0.5250234  0.39331087 0.18396005 ... 0.35646629 0.14327079 0.07541862]
31,0.48014540606548006,0.8366747332566506,"[[1 2]
 [2 1]
 [1 2]
 ...
 [1 2]
 [2 1]
 [1 1]]",3.289111389236546,5.809762202753442,0.21415553250289654,0.14542847290723782,[0.12675778 0.22518988 0.04327969 ... 0.19246868 0.30266967 0.36010686]
4,0.3922322702763648,0.8465225493538808,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [2 1]
 [1 2]]",3.857456140350877,5.725877192982456,0.26589647954819295,0.20778311806699756,[0.19791343 0.47520455 0.50163441 ... 0.22266069 0.09289637 0.05624976]
7,0.421078708453035,0.8293234408258905,"[[1 1]
 [1 1]
 [2 1]
 ...
 [2 1]
 [1 2]
 [2 1]]",3.838137472283814,5.751662971175167,0.24561741161069683,0.16912260413647492,[0.16186211 0.12201823 0.31410002 ... 0.02218288 0.01186003 0.00643454]
11,0.4465288487115895,0.833038054816826,"[[1 1]
 [1 1]
 [1 2]
 ...
 [2 1]
 [1 2]
 [2 1]]",3.5657276995305165,5.713615023474178,0.22599785860897523,0.14882110116715322,[0.3815488  0.19262004 0.05465283 ... 0.02575437 0.46259053 0.03716754]
21,0.47097143422939225,0.835582761668209,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 2]
 [1 1]
 [2 1]]",3.460620525059666,5.825775656324582,0.21412966000106687,0.15003437321407379,[0.53274874 0.41098055 0.19599462 ... 0.13974141 0.38128132 0.19020194]
31,0.48014540606548006,0.8385731707563826,"[[2 1]
 [1 2]
 [2 1]
 ...
 [1 2]
 [2 1]
 [1 2]]",3.347447073474471,5.820672478206725,0.2113160748839983,0.14672397863180994,[0.3528779  0.4208574  0.11502509 ... 0.11765186 0.06667888 0.10743435]
4,0.3922322702763648,0.8495850493536312,"[[1 2]
 [2 1]
 [2 2]
 ...
 [1 1]
 [1 1]
 [1 2]]",3.8430493273542603,5.751121076233184,0.2651978404271096,0.20517184728889556,[0.26041156 0.6806807  0.12872186 ... 0.45240547 0.10876875 0.04338111]
7,0.421078708453035,0.8308117220756163,"[[1 1]
 [2 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [1 1]]",3.76353591160221,5.770165745856354,0.2434636125051141,0.1688757202027455,[0.07585038 0.17187774 0.23662562 ... 0.17999118 0.25870868 0.11065206]
11,0.4465288487115895,0.8342724298165588,"[[1 1]
 [1 2]
 [1 2]
 ...
 [1 2]
 [2 1]
 [1 2]]",3.5799299883313886,5.752625437572929,0.23152699297399446,0.15095260652887574,[0.43914636 0.2810283  0.37850738 ... 0.02079842 0.18155799 0.0959842 ]
21,0.47097143422939225,0.8362155741679584,"[[1 2]
 [2 1]
 [1 2]
 ...
 [1 1]
 [1 1]
 [2 1]]",3.4563106796116503,5.769417475728155,0.21846103591656837,0.15196851094358926,[0.01331652 0.02002276 0.11054108 ... 0.50637413 0.44684752 0.25825727]
31,0.48014540606548006,0.8387987566936226,"[[1 1]
 [1 1]
 [1 2]
 ...
 [2 1]
 [1 2]
 [2 2]]",3.348148148148148,5.822222222222222,0.21470778954519984,0.1450578294850988,[0.44863982 0.403341   0.10373385 ... 0.12864472 0.34119177 0.31263991]
4,0.3922322702763648,0.8520850493533683,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 2]
 [1 2]
 [1 2]]",3.8522601984564497,5.735391400220507,0.2720377417287665,0.20942822097061234,[0.01676266 0.15830173 0.39863977 ... 0.34163054 0.23412961 0.18187379]
7,0.421078708453035,0.833680862700344,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 2]
 [2 2]
 [1 1]]",3.8838992332968236,5.7984665936473165,0.24819504367219675,0.16862734619349706,[0.25096993 0.08919237 0.01553081 ... 0.07950877 0.210854   0.04750478]
