nv,mu,phi_j,pair_vertex_contacts,z_p,z_v,mu_mean,mu_std,mu_dist
21,0.009527413188282959,0.8404716931698865,"[[1 1]
 [2 1]
 [1 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.92258064516129,5.698924731182796,0.007393684961234518,0.0055289530424627665,[0.00536119 0.00927084 0.01109006 ... 0.02017176 0.00417263 0.01601678]
31,0.009678512324846988,0.8367272304634661,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [1 1]]",3.929637526652452,5.62046908315565,0.0062111577697422605,0.004556945373015242,[0.00938578 0.01304686 0.00470347 ... 0.01134241 0.00074033 0.00781599]
4,0.008164829729915748,0.8434748523703717,"[[1 2]
 [1 1]
 [2 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",4.010537407797682,5.626975763962065,0.03699943896594594,0.029860822829829985,[0.01065012 0.0590941  0.0093844  ... 0.00045324 0.08342238 0.02586605]
7,0.008677567623904503,0.8416212100808266,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 2]]",3.9594450373532553,5.656350053361793,0.01837280435502874,0.014438373467613837,[0.02378194 0.01769938 0.0004175  ... 0.0171857  0.02779728 0.01871419]
11,0.0091169801104741,0.8386681748241712,"[[1 2]
 [1 2]
 [1 1]
 ...
 [1 1]
 [1 2]
 [1 1]]",3.951063829787234,5.6680851063829785,0.012085053895947127,0.009217308116521777,[0.01903852 0.0108764  0.01508971 ... 0.02474346 0.01493988 0.02337791]
21,0.009527413188282959,0.8388779431696136,"[[1 1]
 [2 1]
 [1 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.9085963003264417,5.566920565832427,0.007924643884617423,0.0058723530853834,[0.00803429 0.01831734 0.01615355 ... 0.0090519  0.00700424 0.00951024]
31,0.009678512324846988,0.8356022304631917,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [2 1]
 [1 2]]",3.9292604501607715,5.629153269024652,0.005986821943116391,0.004534763918915855,[0.00116383 0.00240617 0.00284334 ... 0.00356264 0.00874146 0.01287367]
4,0.008164829729915748,0.8425373523701007,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 1]
 [1 1]
 [2 1]]",4.016895459345301,5.63674762407603,0.036280196654512174,0.02971110965419189,[0.00145053 0.01223116 0.04028834 ... 0.0443344  0.02046639 0.02640632]
7,0.008677567623904503,0.8412188663305545,"[[1 1]
 [2 2]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 2]]",3.9553191489361703,5.6617021276595745,0.018847972539099415,0.014887766167728758,[0.00252884 0.00033303 0.0195889  ... 0.01678287 0.04923751 0.01053939]
11,0.0091169801104741,0.8388673935739062,"[[2 1]
 [1 2]
 [1 1]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.9407407407407407,5.663492063492064,0.012008741590906615,0.009006618867095882,[0.00624583 0.02303266 0.00444682 ... 0.00933811 0.01859206 0.01242423]
21,0.009527413188282959,0.8397177869193357,"[[1 1]
 [1 1]
 [1 1]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.9223300970873787,5.631067961165049,0.007513280041213889,0.005526892641691596,[0.00292989 0.00670036 0.00537882 ... 0.01700034 0.01885853 0.0111641 ]
31,0.009678512324846988,0.8376959804629184,"[[2 1]
 [1 1]
 [1 2]
 ...
 [1 1]
 [1 1]
 [2 1]]",3.9106753812636166,5.592592592592593,0.006099364539525446,0.004480960966120402,[0.00320332 0.01133078 0.00786369 ... 0.00694312 0.00349284 0.00039188]
4,0.008164829729915748,0.8429123523698304,"[[1 2]
 [2 1]
 [1 2]
 ...
 [1 2]
 [1 1]
 [1 1]]",3.9633225458468178,5.555555555555555,0.0364272466551442,0.02983944061430632,[0.00625885 0.03925471 0.02430008 ... 0.04505555 0.01479604 0.08229044]
7,0.008677567623904503,0.8399639835177874,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [1 1]]",3.961081081081081,5.64972972972973,0.018041563900317446,0.014825756070403297,[0.00753387 0.00252639 0.03445495 ... 0.01702441 0.02563874 0.06526896]
11,0.0091169801104741,0.8427345810736421,"[[1 1]
 [1 1]
 [1 1]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.934994582881907,5.646803900325027,0.012020919882717331,0.009132418305690351,[0.00154098 0.00777607 0.01777051 ... 0.00647041 0.02675781 0.00277763]
21,0.009527413188282959,0.8380341931690731,"[[1 1]
 [2 1]
 [1 1]
 ...
 [1 2]
 [1 1]
 [1 1]]",3.927427961579509,5.6200640341515475,0.0076695616256579535,0.005675005098267047,[0.00461068 0.00480667 0.01575311 ... 0.01474182 0.00953109 0.00476389]
31,0.009678512324846988,0.8400026210876418,"[[1 2]
 [1 2]
 [2 2]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.9277364505844847,5.634431455897981,0.006270824618389744,0.00462524904093103,[0.00033766 0.00202657 0.00344466 ... 0.00974957 0.01060531 0.01715658]
4,0.008164829729915748,0.8435529773695645,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [1 1]]",4.029411764705882,5.640756302521009,0.03707618988795003,0.029548102769608325,[0.00941199 0.07546643 0.07710479 ... 0.08914433 0.13441479 0.07500865]
7,0.008677567623904503,0.8433790225800284,"[[2 2]
 [1 1]
 [1 1]
 ...
 [1 1]
 [2 2]
 [1 1]]",3.9614147909967845,5.657020364415863,0.01789562721584303,0.014560773896675821,[0.01012083 0.00969694 0.01693101 ... 0.0025236  0.00372454 0.00175312]
11,0.0091169801104741,0.8392111435733776,"[[2 1]
 [1 1]
 [1 1]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.9197396963123645,5.6355748373101955,0.01219461365776454,0.008977609804749952,[0.01013463 0.00990692 0.00011404 ... 0.0191811  0.01535314 0.01607022]
21,0.009527413188282959,0.8403466931688129,"[[1 1]
 [2 1]
 [1 1]
 ...
 [1 2]
 [2 2]
 [1 1]]",3.93836344314559,5.662061636556855,0.007500721322217725,0.005531272492475976,[0.01040927 0.00412357 0.00258527 ... 0.0083394  0.01723151 0.0178538 ]
31,0.009678512324846988,0.8390709804623773,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 2]
 [1 2]]",3.92274678111588,5.633047210300429,0.006105495523971475,0.0045645234061520235,[0.00567067 0.00880752 0.00718719 ... 0.01014136 0.00153381 0.00482041]
4,0.008164829729915748,0.8427482898692864,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [1 1]]",3.9892703862660945,5.669527896995708,0.03681839314988269,0.029595628120662798,[0.00252278 0.00540798 0.01114996 ... 0.04362266 0.00998114 0.09105851]
7,0.008677567623904503,0.8423633975797656,"[[1 2]
 [1 1]
 [2 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.943661971830986,5.609967497291441,0.018503986851749796,0.014988242274010157,[0.00688002 0.02730692 0.01095801 ... 0.02827836 0.00059507 0.01511079]
11,0.0091169801104741,0.8381877060731102,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 2]
 [1 1]
 [1 2]]",3.9256017505470457,5.619256017505471,0.012445357637823399,0.009341205893374152,[0.00100171 0.00476663 0.0038322  ... 0.01417543 0.0230977  0.01934423]
21,0.009527413188282959,0.8393779431685499,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 1]]",3.9220779220779223,5.62987012987013,0.007574655155679428,0.005663686636117715,[0.00367838 0.00825166 0.01025646 ... 0.00093811 0.00476279 0.01142392]
31,0.009678512324846988,0.8397272304621209,"[[2 1]
 [1 2]
 [1 2]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.927427961579509,5.607257203842049,0.006464240998676507,0.004637442357072652,[0.00035532 0.00790834 0.00615801 ... 0.01426954 0.00839579 0.01033531]
4,0.008164829729915748,0.8444123523690084,"[[1 2]
 [1 2]
 [2 1]
 ...
 [1 1]
 [1 1]
 [2 2]]",4.021231422505308,5.579617834394904,0.03619072092330269,0.02878884276152602,[0.01168402 0.00601183 0.05363153 ... 0.07335353 0.01445271 0.01222081]
7,0.008677567623904503,0.8404883975795042,"[[1 1]
 [1 1]
 [2 2]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.927038626609442,5.624463519313305,0.018377042903736922,0.014803450111500945,[0.00901018 0.04360725 0.0215152  ... 0.02122228 0.01063896 0.03159801]
11,0.0091169801104741,0.8420861435728415,"[[2 2]
 [1 1]
 [1 1]
 ...
 [2 1]
 [1 2]
 [1 1]]",3.930131004366812,5.622270742358078,0.012282868885934507,0.008988201093336574,[0.0079663  0.00737169 0.00101454 ... 0.00597403 0.02713188 0.01263465]
21,0.009527413188282959,0.8403623181682746,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [2 2]
 [2 1]]",3.935205183585313,5.647948164146868,0.007477951207239338,0.005595017299762324,[0.00612306 0.01534689 0.01335702 ... 0.0133058  0.00370872 0.002814  ]
31,0.009678512324846988,0.8405436367118517,"[[2 2]
 [1 1]
 [1 1]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.938100320170758,5.649946638207044,0.0062773432150420114,0.004482418225990613,[0.0001187  0.00284781 0.00209814 ... 0.00529852 0.01585893 0.00551152]
4,0.008164829729915748,0.8456135242437424,"[[2 2]
 [1 2]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 1]]",4.017148981779207,5.616291532690247,0.036856944319731924,0.02911259455668173,[0.00341656 0.01052222 0.00834761 ... 0.08294158 0.02532757 0.07411079]
7,0.008677567623904503,0.84348839757924,"[[2 2]
 [1 1]
 [1 1]
 ...
 [1 2]
 [1 1]
 [2 2]]",3.9411764705882355,5.607843137254902,0.017961511550291884,0.014835262148818144,[0.00129758 0.04175267 0.00723073 ... 0.00296564 0.05651161 0.01049661]
11,0.0091169801104741,0.8422111435725668,"[[2 2]
 [2 2]
 [1 1]
 ...
 [1 1]
 [1 2]
 [2 1]]",3.9094922737306845,5.560706401766004,0.012223703555243992,0.009011534194290674,[0.00728962 0.00057686 0.01661792 ... 0.01642605 0.00101264 0.01272913]
21,0.009527413188282959,0.8414170056680041,"[[1 1]
 [2 1]
 [1 2]
 ...
 [1 2]
 [1 1]
 [1 1]]",3.914567360350493,5.614457831325301,0.0075943134268777295,0.005646607619839853,[0.00639447 0.00303344 0.00170065 ... 0.0101124  0.01015632 0.00130176]
31,0.009678512324846988,0.8418366054615873,"[[2 1]
 [1 1]
 [2 2]
 ...
 [1 1]
 [1 1]
 [2 1]]",3.920704845814978,5.605726872246696,0.006108508233499799,0.004444047266343384,[0.01219243 0.00700651 0.00111623 ... 0.00839943 0.00241906 0.0052922 ]
4,0.008164829729915748,0.8456350086184817,"[[1 1]
 [2 2]
 [1 1]
 ...
 [1 1]
 [1 2]
 [1 1]]",4.031847133757962,5.626326963906582,0.036164115928274544,0.02942332748297127,"[5.28113944e-03 9.89461449e-03 2.05041443e-04 ... 6.92777870e-02
 8.16586886e-02 7.87340908e-09]"
7,0.008677567623904503,0.8458633975789706,"[[1 1]
 [2 2]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 1]]",3.9488272921108742,5.622601279317697,0.018009092247218625,0.01454558768183835,[0.01638836 0.02254291 0.00864987 ... 0.03402855 0.00287947 0.03181228]
11,0.0091169801104741,0.8412111435723029,"[[1 2]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [1 1]]",3.887912087912088,5.481318681318681,0.01261958910867512,0.009368004355644343,[0.00727511 0.01121555 0.00387677 ... 0.01148337 0.00154962 0.02702335]
21,0.009527413188282959,0.8445341931677267,"[[1 1]
 [1 1]
 [2 2]
 ...
 [2 1]
 [1 2]
 [1 1]]",3.933333333333333,5.61505376344086,0.007539625544968272,0.005672305515999136,[0.0011331  0.01068341 0.00460377 ... 0.00511446 0.01382693 0.00048812]
31,0.009678512324846988,0.8441022304613153,"[[1 2]
 [1 2]
 [1 2]
 ...
 [2 1]
 [1 1]
 [1 2]]",3.927038626609442,5.6373390557939915,0.006212677325647359,0.004559702768079644,[0.00628623 0.00255184 0.00182132 ... 0.00276669 0.00187658 0.00590111]
4,0.008164829729915748,0.8495998523682138,"[[1 1]
 [2 1]
 [1 2]
 ...
 [1 1]
 [1 2]
 [1 2]]",4.058064516129032,5.651612903225806,0.03543214535719155,0.02840105182952405,"[9.87772609e-06 9.74380425e-03 1.17465339e-02 ... 5.69261025e-02
 3.09680088e-02 4.42216632e-02]"
7,0.008677567623904503,0.8469883975786996,"[[1 1]
 [1 2]
 [2 1]
 ...
 [1 2]
 [1 2]
 [1 1]]",3.914567360350493,5.542168674698795,0.018072748961997762,0.014846728467282194,[0.0013599  0.00664813 0.00190181 ... 0.00262994 0.00392861 0.03394839]
11,0.0091169801104741,0.8463361435720306,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 2]
 [1 1]]",3.9299014238773275,5.592552026286966,0.012129177092486402,0.00919003778488443,[0.00813686 0.01321122 0.01229316 ... 0.03396716 0.00446956 0.0051169 ]
21,0.009527413188282959,0.844674818167455,"[[1 1]
 [2 1]
 [1 1]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.921311475409836,5.665573770491803,0.007514744740595404,0.0056913223107780825,[0.00458038 0.01843803 0.00273894 ... 0.00384173 0.01712355 0.01838116]
31,0.009678512324846988,0.8454694179610495,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.9106753812636166,5.642701525054466,0.006110170667469702,0.004466787627080219,[0.01494243 0.01116321 0.00605297 ... 0.00653374 0.00960529 0.00975758]
4,0.008164829729915748,0.8511623523679439,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 2]
 [1 1]
 [1 1]]",4.0,5.5553168635875405,0.03533314896398605,0.028774094653478816,[0.01278287 0.00338029 0.01293999 ... 0.05038817 0.01232135 0.03965055]
7,0.008677567623904503,0.8469571475784348,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 2]
 [2 1]
 [1 1]]",3.9305103148751357,5.626492942453854,0.018265905401481906,0.014681725403496508,[0.02505607 0.00894628 0.02628014 ... 0.01723883 0.017944   0.02176421]
11,0.0091169801104741,0.8462111435717652,"[[1 1]
 [2 2]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 1]]",3.89438202247191,5.579775280898876,0.012277748874076755,0.009138505143436886,[0.00689756 0.01069525 0.00171011 ... 0.00010561 0.02027444 0.02220238]
21,0.009527413188282959,0.8482998181671886,"[[1 1]
 [1 1]
 [2 2]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.9134199134199132,5.6147186147186146,0.007670704980152459,0.005640806490328421,[0.00103073 0.01590535 0.00504127 ... 0.01307901 0.02380906 0.00494394]
31,0.009678512324846988,0.847883480460776,"[[2 1]
 [1 1]
 [1 1]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.901345291479821,5.609865470852018,0.0062839372053332815,0.004522652759610074,[0.00930695 0.00713132 0.01203881 ... 0.00021731 0.0132354  0.00989408]
4,0.008164829729915748,0.8517873523676761,"[[1 2]
 [1 2]
 [1 1]
 ...
 [2 2]
 [1 1]
 [1 2]]",4.006430868167203,5.622722400857449,0.0359097718567636,0.02847988492231744,[0.00686176 0.00681382 0.00201111 ... 0.03518714 0.02943614 0.05379422]
7,0.008677567623904503,0.8498555850781754,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.947598253275109,5.611353711790393,0.018573958005065977,0.014939811296730535,[0.00042944 0.00719649 0.03270603 ... 0.02191992 0.00829138 0.00851742]
11,0.0091169801104741,0.8482423935715068,"[[1 1]
 [2 1]
 [1 1]
 ...
 [1 1]
 [1 2]
 [2 1]]",3.941747572815534,5.611650485436893,0.012428919826999757,0.008972215805094714,[0.00743831 0.02252412 0.02675193 ... 0.02044956 0.00762818 0.02961713]
21,0.009527413188282959,0.8487841931669217,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 1]
 [1 1]
 [1 2]]",3.9274725274725273,5.608791208791208,0.007770458027865425,0.005749388507524123,[0.00794392 0.00459983 0.00052568 ... 0.00978319 0.0039574  0.01200801]
31,0.009678512324846988,0.849588558585512,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 2]
 [1 1]
 [1 2]]",3.925845147219193,5.659760087241003,0.006172520193080031,0.004550293731560687,[0.00686368 0.01199027 0.0050905  ... 0.01326885 0.00308219 0.00681953]
4,0.008164829729915748,0.8543498523674022,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 2]]",4.030172413793103,5.646551724137931,0.03640931577025699,0.028678471744737744,[0.00860539 0.00045371 0.05506595 ... 0.03738413 0.05117113 0.02078041]
7,0.008677567623904503,0.8506290225779105,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 2]
 [2 1]
 [1 1]]",3.9529411764705884,5.574331550802139,0.018187600702676304,0.01452076304032377,[0.00224247 0.00919737 0.01485626 ... 0.00458504 0.01311799 0.02673177]
11,0.0091169801104741,0.850039268571244,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.9208791208791207,5.5868131868131865,0.012295622841116464,0.009088941997075141,[0.00869433 0.0036253  0.0008925  ... 0.00591065 0.01547741 0.03512073]
21,0.009527413188282959,0.8495341931666511,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.875,5.600446428571429,0.007622466497746909,0.005624467813440866,[0.01571481 0.00372488 0.00244924 ... 0.00552214 0.00990661 0.00555529]
31,0.009678512324846988,0.8496022304602356,"[[1 1]
 [1 2]
 [2 2]
 ...
 [1 2]
 [1 1]
 [1 1]]",3.9063545150501673,5.638795986622074,0.006129940475611733,0.0046696561964442536,[0.00699979 0.01688295 0.00109915 ... 0.00230952 0.00292396 0.01561626]
4,0.008164829729915748,0.8547248523671253,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 1]
 [1 1]
 [1 2]]",3.9826652221018417,5.5514626218851575,0.035399906418228,0.028781761948053836,[0.00135353 0.04130331 0.06835597 ... 0.08233335 0.04593468 0.01715156]
7,0.008677567623904503,0.851558710077638,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 2]
 [1 1]
 [2 2]]",3.9545454545454546,5.627705627705628,0.01812824902861728,0.014775386004270802,[0.00436969 0.00411972 0.02958447 ... 0.00724973 0.04425132 0.00096462]
11,0.0091169801104741,0.8504377060709716,"[[2 1]
 [1 1]
 [1 2]
 ...
 [2 1]
 [1 2]
 [1 1]]",3.942157953281424,5.646273637374861,0.012020153158766447,0.009134599666753094,[0.0107547  0.00737477 0.0052894  ... 0.00327192 0.01146261 0.03862838]
21,0.009527413188282959,0.8508037244163928,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 2]]",3.9280261723009815,5.681570338058887,0.007544407899004383,0.0055328341959749215,[0.00367504 0.00278404 0.00579855 ... 0.01807888 0.01051381 0.0051361 ]
31,0.009678512324846988,0.8504108242099755,"[[1 1]
 [1 2]
 [1 1]
 ...
 [1 1]
 [1 2]
 [1 2]]",3.928730512249443,5.650334075723831,0.006090204752780641,0.004606223237604774,[0.00237911 0.00569922 0.00994054 ... 0.01810146 0.00094862 0.00285008]
4,0.008164829729915748,0.8560373523668584,"[[1 1]
 [2 1]
 [1 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.9891657638136513,5.5514626218851575,0.03602711638869842,0.02961237424843664,[0.00933697 0.00248543 0.04710603 ... 0.07482383 0.01403866 0.063354  ]
7,0.008677567623904503,0.8513008975773694,"[[1 2]
 [1 1]
 [2 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.94341675734494,5.529923830250272,0.01822042871995075,0.014825424560480461,[0.01176782 0.00161843 0.02913304 ... 0.01374626 0.01256027 0.00094711]
11,0.0091169801104741,0.8509611435706941,"[[1 1]
 [2 1]
 [1 2]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.9219620958751396,5.591973244147157,0.01184977576294001,0.008976802663476452,[0.01304961 0.00295529 0.00968508 ... 0.00050941 0.02106634 0.02427122]
21,0.009527413188282959,0.8507841931661134,"[[1 2]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 1]
 [1 1]]",3.9091915836101885,5.599114064230343,0.007399129645347277,0.005596471608907871,[0.01178378 0.0003444  0.00276137 ... 0.0012307  0.01307886 0.0178031 ]
31,0.009678512324846988,0.8504381679597149,"[[1 1]
 [2 2]
 [1 1]
 ...
 [1 2]
 [1 1]
 [1 2]]",3.920617420066152,5.638368246968026,0.006416423161946899,0.004689571414432879,[0.00976347 0.00215022 0.0029375  ... 0.01142371 0.00820737 0.00402864]
4,0.008164829729915748,0.8561311023665886,"[[1 1]
 [1 2]
 [2 2]
 ...
 [1 1]
 [1 1]
 [1 1]]",4.027339642481598,5.600420609884332,0.0357934299738838,0.02871935976582908,[0.00609177 0.00024498 0.02669867 ... 0.06903735 0.0552792  0.04180731]
7,0.008677567623904503,0.8515508975770945,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",3.9565217391304346,5.6,0.0184344978434459,0.014898602197757429,[0.00400253 0.00209181 0.0299354  ... 0.01101607 0.01599748 0.00272578]
11,0.0091169801104741,0.8508693466954064,"[[1 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 2]
 [1 1]]",3.9347116430903157,5.61044613710555,0.012321408024736368,0.009281061942630862,[0.00467985 0.00505863 0.01350266 ... 0.02247908 0.01369146 0.00193744]
21,0.009527413188282959,0.8509091931658448,"[[1 1]
 [2 2]
 [1 2]
 ...
 [1 1]
 [2 2]
 [1 1]]",3.9048672566371683,5.579646017699115,0.007741758811336342,0.0056134843488263725,[0.00700257 0.00110258 0.00246994 ... 0.00508932 0.00202638 0.00879601]
31,0.009678512324846988,0.850711605459448,"[[1 1]
 [1 2]
 [1 1]
 ...
 [2 1]
 [1 1]
 [1 1]]",3.908685968819599,5.639198218262806,0.006092803085778433,0.004625186102205068,[0.00939829 0.00098303 0.00792065 ... 0.01700683 0.00456147 0.00188677]
4,0.008164829729915748,0.8560026843975741,"[[1 1]
 [1 1]
 [2 2]
 ...
 [1 1]
 [2 1]
 [1 1]]",4.019169329073482,5.584664536741214,0.03535947726961632,0.028767773338421253,[0.01012476 0.01649951 0.00042616 ... 0.0913622  0.00642894 0.05071044]
7,0.008677567623904503,0.8518516788268269,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 1]
 [1 1]
 [2 2]]",3.9672846237731734,5.633587786259542,0.017791470102992406,0.014331629565797532,[0.00232432 0.00751546 0.01013538 ... 0.04530909 0.00450796 0.02656879]
11,0.0091169801104741,0.8510011826326437,"[[2 1]
 [1 1]
 [1 1]
 ...
 [1 1]
 [1 2]
 [1 1]]",3.9524324324324325,5.654054054054054,0.01187277808482131,0.009002601238033911,"[8.48232170e-04 6.87176842e-05 1.90605437e-03 ... 1.04165755e-02
 4.80225433e-03 7.81572578e-03]"
21,0.009527413188282959,0.8512841931655812,"[[2 1]
 [1 1]
 [1 2]
 ...
 [1 2]
 [1 1]
 [1 1]]",3.902869757174393,5.576158940397351,0.007429525484137846,0.005557841589104932,[0.00560817 0.00669075 0.00689651 ... 0.00239533 0.01203788 0.00191305]
31,0.009678512324846988,0.8506256679591807,"[[1 1]
 [1 2]
 [1 1]
 ...
 [1 1]
 [1 1]
 [2 1]]",3.921259842519685,5.653543307086614,0.005907568246561858,0.004396784325009071,[0.00783833 0.00581267 0.01048709 ... 0.01685277 0.00669005 0.00102492]
4,0.008164829729915748,0.8562561023660521,"[[1 1]
 [1 1]
 [2 1]
 ...
 [1 1]
 [2 1]
 [1 1]]",4.03027027027027,5.636756756756757,0.03541540262938391,0.02871297662589147,[0.00680078 0.00869125 0.00092966 ... 0.05357387 0.0213033  0.0655621 ]
